;filename;text;hit
70;./img/smoo15_EmilyDeschanel6_12.png;Adele;0
184;./img/gray_EmilyDeschanel3_1.png;Adele;0
10;./img/smoo15_NicoleKidman5_1.png;Adele;0
122;./img/edges5_AngelaMerkel3_1.png;Angela Merkel;1
76;./img/edges5_AngelaMerkel1_1.png;Angela Merkel;1
18;./img/smoo15_AngelaMerkel3_1.png;Angela Merkel;1
169;./img/gray_AngelaMerkel3_1.png;Angela Merkel;1
144;./img/edges5_AngelaMerkel4_1.png;Angela Merkel;1
12;./img/smoo15_AngelaMerkel1_1.png;Angela Merkel;1
154;./img/gray_AngelaMerkel1_1.png;Angela Merkel;1
214;./img/gray_AngelaMerkel4_1.png;Angela Merkel;1
36;./img/smoo15_AngelaMerkel4_1.png;Angela Merkel;1
133;./img/edges5_OmarEpps(DrEricForeman)1_5.png;Arzt bei Dr House;0
128;./img/edges5_OmarEpps(DrEricForeman)3_1.png;Arzt bei Dr House;0
151;./img/gray_OmarEpps(DrEricForeman)2_2.png;Arzt bei Dr House;0
146;./img/gray_OmarEpps(DrEricForeman)3_1.png;Arzt bei Dr House;0
186;./img/gray_OmarEpps(DrEricForeman)1_5.png;Arzt bei Dr House;0
34;./img/smoo15_OmarEpps(DrEricForeman)1_5.png;Arzt bei Dr House;0
75;./img/edges5_OmarEpps(DrEricForeman)2_2.png;Arzt bei Dr House;0
33;./img/smoo15_OmarEpps(DrEricForeman)2_2.png;Arzt bei Dr House;0
27;./img/smoo15_OmarEpps(DrEricForeman)3_1.png;Arzt bei Dr House;0
112;./img/edges5_BarackObama2_1.png;Barack Obama;1
172;./img/gray_BarackObama2_1.png;Barack Obama;1
175;./img/gray_BarackObama4_1.png;Barack Obama;1
73;./img/edges5_BarackObama1_3.png;Barack Obama;1
92;./img/edges5_BarackObama4_1.png;Barack Obama;1
171;./img/gray_BarackObama1_3.png;Barack Obama;1
23;./img/smoo15_BarackObama4_1.png;Barack Obama;1
182;./img/gray_LeonardoDiCaprio2_1.png;Bra dPitt;0
116;./img/edges5_LeonardoDiCaprio1_1.png;Brad Pitt;0
205;./img/gray_LeonardoDiCaprio1_1.png;Brad Pitt;0
16;./img/smoo15_LeonardoDiCaprio1_1.png;Brad Pitt;0
123;./img/edges5_LeonardoDiCaprio2_1.png;Brad Pitt;0
143;./img/edges5_LeonardoDiCaprio3_1.png;Brad Pitt;0
215;./img/gray_LeonardoDiCaprio3_1.png;Brad Pitt;0
40;./img/smoo15_BritneySpears1_1.png;Britney Spears;1
170;./img/gray_BritneySpears7_1.png;Britney Spears;1
159;./img/gray_BritneySpears5_1.png;Britney Spears;1
29;./img/smoo15_BritneySpears5_1.png;Britney Spears;1
82;./img/edges5_BritneySpears5_1.png;Britney Spears;1
190;./img/gray_BritneySpears1_1.png;Britney Spears;1
107;./img/edges5_BritneySpears7_1.png;Britney Spears;1
42;./img/smoo15_BritneySpears7_1.png;Britney Spears;1
80;./img/edges5_BritneySpears1_1.png;Britney Speras;1
166;./img/gray_LisaEdelstein(DrLisaCuddy)1_1.png;Chefin dR House;0
50;./img/smoo15_LisaEdelstein(DrLisaCuddy)2_2.png;Chefin von Dr House;0
47;./img/smoo15_LisaEdelstein(DrLisaCuddy)6_3.png;Chefin von Dr House;0
206;./img/gray_LisaEdelstein(DrLisaCuddy)2_2.png;Chefin von Dr House;0
58;./img/smoo15_LisaEdelstein(DrLisaCuddy)1_1.png;Chefin von Dr House;0
91;./img/edges5_LisaEdelstein(DrLisaCuddy)2_2.png;Chefin von Dr House;0
160;./img/gray_LisaEdelstein(DrLisaCuddy)6_3.png;Chefin von Dr House;0
84;./img/edges5_LisaEdelstein(DrLisaCuddy)1_1.png;Chefin von Dr House;0
98;./img/edges5_LisaEdelstein(DrLisaCuddy)6_3.png;Chefin von dR House;0
148;./img/gray_GeorgeClooney11_1.png;Clooney;1
81;./img/edges5_GeorgeClooney11_1.png;Clooney;1
187;./img/gray_GeorgeClooney3_1.png;Clooney;1
204;./img/gray_GeorgeClooney4_2.png;Clooney;1
118;./img/edges5_GeorgeClooney3_1.png;Clooney;1
22;./img/smoo15_GeorgeClooney4_2.png;Clooney;1
99;./img/edges5_GeorgeClooney4_2.png;Clooney;1
79;./img/edges5_HughLaurie(DrHouse)2_1.png;Dr House;1
157;./img/gray_HughLaurie(DrHouse)5_3.png;Dr House;1
60;./img/smoo15_HughLaurie(DrHouse)2_1.png;Dr House;1
163;./img/gray_HughLaurie(DrHouse)2_1.png;Dr House;1
179;./img/gray_HughLaurie(DrHouse)4_1.png;Dr House;1
124;./img/edges5_HughLaurie(DrHouse)5_3.png;Dr House;1
20;./img/smoo15_HughLaurie(DrHouse)5_3.png;Dr House;1
113;./img/edges5_HughLaurie(DrHouse)4_1.png;Dr House;1
57;./img/smoo15_HughLaurie(DrHouse)4_1.png;Dr House;1
106;./img/edges5_RobertSeanLeonard(Wilson)8_1.png;Freund von Dr House;0
181;./img/gray_RobertSeanLeonard(Wilson)1_1.png;Freund von Dr House;0
8;./img/smoo15_RobertSeanLeonard(Wilson)8_1.png;Freund von Dr House;0
200;./img/gray_RobertSeanLeonard(Wilson)2_6.png;Freund von Dr House;0
93;./img/edges5_RobertSeanLeonard(Wilson)1_1.png;Freund von Dr House;0
54;./img/smoo15_RobertSeanLeonard(Wilson)1_1.png;Freund von Dr House;0
74;./img/edges5_RobertSeanLeonard(Wilson)2_6.png;Freund von Dr House;0
56;./img/smoo15_RobertSeanLeonard(Wilson)2_6.png;Freund von dR House;0
188;./img/gray_RobertSeanLeonard(Wilson)8_1.png;Freund von dr House;0
2;./img/smoo15_GuentherJauch2_1.png;Günter Jauch;1
110;./img/edges5_GuentherJauch2_1.png;Günter Jauch;1
210;./img/gray_GuentherJauch2_1.png;Günther Jauch;1
145;./img/gray_GuentherJauch3_1.png;Günther Jauch;1
11;./img/smoo15_GuentherJauch3_1.png;Günther Jauch;1
130;./img/edges5_GuentherJauch3_1.png;Günther Jauch;1
25;./img/smoo15_GuentherJauch4_1.png;Günther Jauch;1
109;./img/edges5_GuentherJauch4_1.png;Günther Jauch;1
173;./img/gray_GuentherJauch4_1.png;Günther Jauch;1
66;./img/smoo15_JoachimLoew8_1.png;Jogi Löw;1
24;./img/smoo15_JoachimLoew4_1.png;Jogi Löw;1
212;./img/gray_JoachimLoew4_1.png;Jogi Löw;1
150;./img/gray_JoachimLoew1_1.png;Jogi Löw;1
83;./img/edges5_JoachimLoew1_1.png;Jogi Löw;1
147;./img/gray_JoachimLoew8_1.png;Jogi Löw;1
49;./img/smoo15_JoachimLoew1_1.png;Jogi Löw;1
127;./img/edges5_JoachimLoew8_1.png;Jogi Löw;1
135;./img/edges5_JoachimLoew4_1.png;Jogi Löw;1
165;./img/gray_AlysonHannigan(Lily)1_1.png;Lilly;1
13;./img/smoo15_AlysonHannigan(Lily)8_3.png;Lilly;1
