img,descript,name,context,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,date,frameRate,expName,session,participant,
,,,,,,,,space,14.559216678,,,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/JanHofer1.jpg,"Tagesschau" in der ARD,Jan Hofer,Nachrichtensprecher,0,0,0,25,,,ja,9.846,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/BarackObama2.jpg,Präsident der USA Demokratische Partei,Barack Obama,Politiker,0,1,1,2,,,ja,6.473,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/UrsulavonderLeyen1.jpg,Bundesministerin der Verteidigung CDU,Ursula von der Leyen,Politikerin,0,2,2,40,,,ja,2.013,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/CarenMiosga4.jpg,"tagesthemen" früher "ttt - titel thesen temperamente",Caren Miosga,Moderatorin,0,3,3,3,,,nein,5.712,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/MilaKunis5.jpg,"Black Swan" "Freunde mit gewissen Vorzügen" "Ted",Mila Kunis,Schauspielerin,0,4,4,33,,,ja,2.704,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/ElvisPresley1.jpg,"Hound Dog" "In the Ghetto" "Jailhouse Rock",Elvis Presley,Sänger,0,5,5,21,,,ja,1.901,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/RobertSeanLeonard(Wilson)2.jpg,"Dr. House" (Dr. James Wilson),Robert Sean Leonard,Schauspieler,0,6,6,12,,,ja,3.864,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/JasonSegel(Marshall)2.jpg,"How I Met Your Mother" (Marshall Eriksen),Jason Segel,Schauspieler,0,7,7,7,,,ja,4.628,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/Shakira1.jpg,"Hips Don't Lie" "Waka Waka" "Whenever Wherever",Shakira,Sängerin,0,8,8,36,,,ja,2.113,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/BenedictCumberbatch4.jpg,"Der Hobbit"-Filme (Stimme des Drachen Smaug) "Sherlock",Benedict Cumberbatch,Schauspieler,0,9,9,15,,,ja,2.287,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/KatjaBurkard5.jpg,"Punkt 12" bei RTL,Katja Burkard,Moderatorin,0,10,10,8,,,ja,4.138,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/EmilyDeschanel3.jpg,"Bones - Die Knochenjägerin" (Dr. Temperance 'Bones' Brennan),Emily Deschanel,Schauspielerin,0,11,11,4,,,ja,4.59,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/JimParsons(SheldonCooper)1.jpg,"The Big Bang Theory" (Dr. Sheldon Cooper),Jim Parsons,Schauspieler,0,12,12,26,,,ja,3.462,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/Ice-T(OdafinFinTutuola)1.jpg,"Law & Order: Special Victims Unit" (Odafin 'Fin' Tutuola),Ice-T,Schauspieler und Musiker,0,13,13,24,,,ja,2.153,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/JoshRadnor(Ted)1.jpg,"How I Met Your Mother" (Ted Mosby),Josh Radnor,Schauspieler,0,14,14,28,,,ja,2.552,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/AngelaMerkel1.jpg,Bundeskanzlerin CDU,Angela Merkel,Politikerin,0,15,15,1,,,ja,2.036,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/AlysonHannigan(Lily)1.jpg,"How I Met Your Mother" (Lily Aldrin),Alyson Hannigan,Schauspielerin,0,16,16,0,,,ja,2.605,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
./img/NeilPatrickHarris(Barney)4.jpg,"How I Met Your Mother" (Barney Stinson),Neil Patrick Harris,Schauspieler,0,17,17,10,,,ja,1.803,2017_Jan_26_1112,60.0555391809,textInputTest,001,5,
