img,descript,name,context,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,date,frameRate,expName,session,participant,
,,,,,,,,space,38.0002072245,,,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/NeilPatrickHarris(Barney)4.jpg,"How I Met Your Mother" (Barney Stinson),Neil Patrick Harris,Schauspieler,0,0,0,10,,,ja,30.417,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/LeonardoDiCaprio1.jpg,"Django Unchained" "The Great Gatsby" "Titanic",Leonardo DiCaprio,Schauspieler,0,1,1,31,,,ja,3.1,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/Beyonce2.jpg,"Crazy in Love" "Halo" "If I Were a Boy" "Single Ladies",Beyoncé,Sängerin,0,2,2,16,,,ja,5.288,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/RobertSeanLeonard(Wilson)2.jpg,"Dr. House" (Dr. James Wilson),Robert Sean Leonard,Schauspieler,0,3,3,12,,,nein,10.563,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/GeorgeClooney6.jpg,"Batman & Robin" "Gravity" "Ocean's Eleven",George Clooney,Schauspieler,0,4,4,23,,,ja,6.821,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/JanHofer1.jpg,"Tagesschau" in der ARD,Jan Hofer,Nachrichtensprecher,0,5,5,25,,,nein,4.736,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/Shakira1.jpg,"Hips Don't Lie" "Waka Waka" "Whenever Wherever",Shakira,Sängerin,0,6,6,36,,,ja,2.403,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/JoachimLoew1.jpg,Bundestrainer der deutschen Fußballnationalmannschaft,Joachim Löw,Trainer,0,7,7,27,,,ja,3.399,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/KaleyCuoco(Penny)2.jpg,"The Big Bang Theory" (Penny Hofstadter),Kaley Cuoco,Schauspielerin,0,8,8,30,,,nein,4.042,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/LisaEdelstein(DrLisaCuddy)2.jpg,"Dr. House" (Dr. Lisa Cuddy),Lisa Edelstein,Schauspielerin,0,9,9,32,,,nein,3.146,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/SigmarGabriel1.jpg,Bundesminister für Wirtschaft und Energie & Parteivorsitzender SPD,Sigmar Gabriel,Politiker,0,10,10,37,,,nein,3.612,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/GuentherJauch2.jpg,"Wer wird Millionär?" früher "stern TV",Günther Jauch,Moderator ,0,11,11,5,,,ja,2.215,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/AlysonHannigan(Lily)1.jpg,"How I Met Your Mother" (Lily Aldrin),Alyson Hannigan,Schauspielerin,0,12,12,0,,,nein,3.396,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/BarackObama2.jpg,Präsident der USA Demokratische Partei,Barack Obama,Politiker,0,13,13,2,,,ja,2.244,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/JimParsons(SheldonCooper)1.jpg,"The Big Bang Theory" (Dr. Sheldon Cooper),Jim Parsons,Schauspieler,0,14,14,26,,,nein,3.886,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/JudithRakers7.jpg,"Tagesschau" in der ARD,Judith Rakers,Nachrichtensprecherin,0,15,15,29,,,nein,3.729,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/JasonSegel(Marshall)2.jpg,"How I Met Your Mother" (Marshall Eriksen),Jason Segel,Schauspieler,0,16,16,7,,,nein,3.345,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/KatjaBurkard5.jpg,"Punkt 12" bei RTL,Katja Burkard,Moderatorin,0,17,17,8,,,nein,4.718,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/SahraWagenknecht6.jpg,Fraktionsvorsitzende DIE LINKE,Sahra Wagenknecht,Politikerin  ,0,18,18,35,,,nein,4.048,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/CarenMiosga4.jpg,"tagesthemen" früher "ttt - titel thesen temperamente",Caren Miosga,Moderatorin,0,19,19,3,,,nein,3.61,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/CobieSmulders(Robin)2.jpg,"How I Met Your Mother" (Robin Scherbatsky),Cobie Smulders,Schauspielerin,0,20,20,18,,,nein,4.502,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/BenedictCumberbatch4.jpg,"Der Hobbit"-Filme (Stimme des Drachen Smaug) "Sherlock",Benedict Cumberbatch,Schauspieler,0,21,21,15,,,ja,25.402,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/BastianSchweinsteiger1.jpg,Fußballspieler bei Manchester United früher FC Bayern München,Bastian Schweinsteiger,Sportler,0,22,22,14,,,ja,5.732,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
./img/JoshRadnor(Ted)1.jpg,"How I Met Your Mother" (Ted Mosby),Josh Radnor,Schauspieler,0,23,23,28,,,nein,4.436,2017_Feb_08_1129,60.0402529194,textInputTest,001,13,
