img,descript,name,context,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,date,frameRate,expName,session,participant,
,,,,,,,,space,26.6539196732,,,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/Beyonce2.jpg,"Crazy in Love" "Halo" "If I Were a Boy" "Single Ladies",Beyoncé,Sängerin,0,0,0,16,,,ja,19.72,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/DannFlorek(DonaldDonCragen)1.jpg,"Law & Order: Special Victims Unit" (Donald 'Don' Cragen),Dann Florek,Schauspieler,0,1,1,20,,,nein,20.143,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/GuentherJauch2.jpg,"Wer wird Millionär?" früher "stern TV",Günther Jauch,Moderator ,0,2,2,5,,,ja,6.968,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/CristinMilioti(Tracy_Mutter)1.jpg,"How I Met Your Mother" (Tracy Mosby die Mutter),Cristin Milioti,Schauspielerin,0,3,3,19,,,ja,5.373,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/Shakira1.jpg,"Hips Don't Lie" "Waka Waka" "Whenever Wherever",Shakira,Sängerin,0,4,4,36,,,ja,4.643,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/TaylorSwift1.jpg,"Blank Space" "I Knew You Were Trouble" "Shake It Off",Taylor Swift,Sängerin,0,5,5,38,,,ja,5.289,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/NeilPatrickHarris(Barney)4.jpg,"How I Met Your Mother" (Barney Stinson),Neil Patrick Harris,Schauspieler,0,6,6,10,,,ja,2.419,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/HughLaurie(DrHouse)9.jpg,"Dr. House" (Dr. Gregory House),Hugh Laurie,Schauspieler ,0,7,7,6,,,ja,5.857,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/BarackObama2.jpg,Präsident der USA Demokratische Partei,Barack Obama,Politiker,0,8,8,2,,,ja,4.887,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/SigmarGabriel1.jpg,Bundesminister für Wirtschaft und Energie & Parteivorsitzender SPD,Sigmar Gabriel,Politiker,0,9,9,37,,,nein,5.418,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/SahraWagenknecht6.jpg,Fraktionsvorsitzende DIE LINKE,Sahra Wagenknecht,Politikerin  ,0,10,10,35,,,ja,5.241,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/CobieSmulders(Robin)2.jpg,"How I Met Your Mother" (Robin Scherbatsky),Cobie Smulders,Schauspielerin,0,11,11,18,,,ja,3.911,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/JudithRakers7.jpg,"Tagesschau" in der ARD,Judith Rakers,Nachrichtensprecherin,0,12,12,29,,,nein,5.965,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/Ice-T(OdafinFinTutuola)1.jpg,"Law & Order: Special Victims Unit" (Odafin 'Fin' Tutuola),Ice-T,Schauspieler und Musiker,0,13,13,24,,,ja,6.973,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/TomCruise2.jpg,"Knight and Day" "Mission: Impossible"-Filme "Oblivion",Tom Cruise,Schauspieler,0,14,14,39,,,ja,3.712,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/JimParsons(SheldonCooper)1.jpg,"The Big Bang Theory" (Dr. Sheldon Cooper),Jim Parsons,Schauspieler,0,15,15,26,,,ja,3.638,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/OmarEpps(DrEricForeman)1.jpg,"Dr. House" (Dr. Eric Foreman),Omar Epps,Schauspieler,0,16,16,34,,,ja,5.846,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/LisaEdelstein(DrLisaCuddy)2.jpg,"Dr. House" (Dr. Lisa Cuddy),Lisa Edelstein,Schauspielerin,0,17,17,32,,,nein,4.906,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/JanHofer1.jpg,"Tagesschau" in der ARD,Jan Hofer,Nachrichtensprecher,0,18,18,25,,,nein,4.949,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/BenedictCumberbatch4.jpg,"Der Hobbit"-Filme (Stimme des Drachen Smaug) "Sherlock",Benedict Cumberbatch,Schauspieler,0,19,19,15,,,ja,10.939,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
./img/Usher1.jpg,"DJ Got Us Fallin' in Love" "More" "OMG" "Yeah!",Usher,Sänger,0,20,20,41,,,ja,3.518,2017_Feb_24_1527,60.0236248218,textInputTest,001,25,
