img,descript,name,context,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,date,frameRate,expName,session,participant,
,,,,,,,,space,31.6857550792,,,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/JanHofer1.jpg,"Tagesschau" in der ARD,Jan Hofer,Nachrichtensprecher,0,0,0,25,,,nein,19.912,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/RobertSeanLeonard(Wilson)2.jpg,"Dr. House" (Dr. James Wilson),Robert Sean Leonard,Schauspieler,0,1,1,12,,,ja,4.211,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/AngelaMerkel1.jpg,Bundeskanzlerin CDU,Angela Merkel,Politikerin,0,2,2,1,,,ja,4.765,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/JoshRadnor(Ted)1.jpg,"How I Met Your Mother" (Ted Mosby),Josh Radnor,Schauspieler,0,3,3,28,,,ja,13.137,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/CarenMiosga4.jpg,"tagesthemen" früher "ttt - titel thesen temperamente",Caren Miosga,Moderatorin,0,4,4,3,,,nein,3.888,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/BritneySpears5.jpg,"…Baby One More Time" "Oops! …I Did It Again" "Toxic",Britney Spears,Sängerin,0,5,5,17,,,ja,2.426,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/TomCruise2.jpg,"Knight and Day" "Mission: Impossible"-Filme "Oblivion",Tom Cruise,Schauspieler,0,6,6,39,,,ja,2.973,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/MariskaHargitay(Liv)1.jpg,"Law & Order: Special Victims Unit" (Olivia 'Liv' Benson),Mariska Hargitay,Schauspielerin,0,7,7,9,,,ja,3.492,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/CristinMilioti(Tracy_Mutter)1.jpg,"How I Met Your Mother" (Tracy Mosby die Mutter),Cristin Milioti,Schauspielerin,0,8,8,19,,,ja,7.696,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/OmarEpps(DrEricForeman)1.jpg,"Dr. House" (Dr. Eric Foreman),Omar Epps,Schauspieler,0,9,9,34,,,ja,4.635,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/WillSmith4.jpg,"I Am Legend" "Independence Day" "Men in Black"-Filme,Will Smith,Schauspieler,0,10,10,13,,,ja,3.295,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/HughLaurie(DrHouse)9.jpg,"Dr. House" (Dr. Gregory House),Hugh Laurie,Schauspieler ,0,11,11,6,,,ja,8.198,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/KaleyCuoco(Penny)2.jpg,"The Big Bang Theory" (Penny Hofstadter),Kaley Cuoco,Schauspielerin,0,12,12,30,,,ja,6.631,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/ElvisPresley1.jpg,"Hound Dog" "In the Ghetto" "Jailhouse Rock",Elvis Presley,Sänger,0,13,13,21,,,ja,2.111,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/UrsulavonderLeyen1.jpg,Bundesministerin der Verteidigung CDU,Ursula von der Leyen,Politikerin,0,14,14,40,,,ja,4.382,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/CobieSmulders(Robin)2.jpg,"How I Met Your Mother" (Robin Scherbatsky),Cobie Smulders,Schauspielerin,0,15,15,18,,,ja,3.893,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
./img/BarackObama2.jpg,Präsident der USA Demokratische Partei,Barack Obama,Politiker,0,16,16,2,,,ja,3.699,2017_Jan_25_1315,60.0516058691,textInputTest,001,3,
