num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,10.5110072779,,,,,,,,,,,,,,2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
34,./img/smoo15_EmilyDeschanel5_1.png,0,0,0,33,,,2.nein,10.33,None,act,4.165,None,None,None,None,None,,['return'],[1.1165673101104403],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
64,./img/smoo15_JoachimLoew8_1.png,0,1,1,63,,,1.ja,1.542,None,None,None,None,None,sport,1.007,None,Löw,"['lshift', 'l', u'\xf6', 'w', 'return']","[0.9666516113470607, 1.266425589082246, 1.6664878847450382, 2.516115393893415, 3.249292036420229]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
14,./img/smoo15_BritneySpears7_1.png,0,2,2,13,,,1.ja,1.476,None,None,None,music,0.673,None,None,None,Britney Spears,"['lshift', 'n', 'lshift', 'backspace', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[0.766798978119823, 1.1499426443642733, 1.3162707801902798, 1.4832699897860948, 1.7328115937934854, 1.9997254114978205, 2.1827514794417766, 2.43283873186283, 2.766106412026147, 2.8493028788166157, 3.032485487869053, 3.232569083387716, 3.3323710973786547, 3.4156323619226896, 3.598937830083287, 3.7157004957989557, 3.865557491646541, 4.015619787309333, 4.2154021695055235, 4.415340130467939]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
10,./img/smoo15_KatjaBurkard5_3.png,0,3,3,9,,,2.nein,1.823,None,act,0.875,None,None,None,None,None,,['return'],[0.8669121496427579],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
40,./img/smoo15_NeilPatrickHarris(Barney)2_2.png,0,4,4,39,,,2.nein,1.483,None,act,0.758,None,None,None,None,None,,['return'],[0.8168523560716494],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
57,./img/smoo15_UrsulavonderLeyen5_1.png,0,5,5,56,,,2.nein,2.412,None,None,None,host,2.939,None,None,None,,['return'],[0.6501883625801383],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
41,./img/smoo15_AngelaMerkel3_1.png,0,6,6,40,,,1.ja,1.231,None,None,None,None,None,polit,1.358,None,Angela Merkel,"['lshift', 'a', 'n', 'g', 'e', 'l', 'a', 'space', 'lshift', 'm', 'e', 'r', 'k', 'e', 's', 'backspace', 'l', 'return']","[0.5168445290164527, 0.6168749390517405, 0.9001476233979702, 1.1498659777148532, 1.2165486406584023, 1.3663780493438935, 1.4663561720822145, 1.8496480391299883, 1.9496069150109179, 2.0829292562498267, 2.2162464649936737, 2.3161142390817986, 2.615747714756253, 2.7327262660583074, 2.949343874623537, 3.2993049959709424, 3.549061844003063, 4.3487591550883735]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
28,./img/smoo15_HughLaurie(DrHouse)5_3.png,0,7,7,27,,,1.ja,4.639,None,act,0.799,None,None,None,None,None,,['return'],[0.6335725503881804],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
63,./img/smoo15_RobertSeanLeonard(Wilson)8_1.png,0,8,8,62,,,2.nein,1.49,None,None,None,music,2.44,None,None,None,,['return'],[0.6335953258367226],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
26,./img/smoo15_TomCruise4_1.png,0,9,9,25,,,1.ja,2.39,None,act,2.09,None,None,None,None,None,,['return'],[0.9667093519196897],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
59,./img/smoo15_JoshRadnor(Ted)1_2.png,0,10,10,58,,,2.nein,1.474,None,None,None,host,1.056,None,None,None,,['return'],[0.6668619153442705],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
24,./img/smoo15_BastianSchweinsteiger1_1.png,0,11,11,23,,,1.ja,1.458,None,None,None,None,None,sport,0.808,None,Sebastian Schweinsteiger,"['lshift', 's', 'e', 'b', 'a', 's', 't', 'i', 'a', 'n', 'space', 'lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[0.4169267130987464, 0.6001375508758429, 0.8168388832718847, 1.2667633714336262, 1.3832909047050634, 1.5996926276839076, 1.7331612450407192, 1.883040695555792, 1.9996041562949358, 2.4497371520810702, 2.61615286110964, 2.69936793319539, 2.815925940658417, 2.932712985726539, 3.016140094027378, 3.2157742754202445, 3.3325096747539646, 3.4823958616689197, 3.6490178328554066, 3.7822230890437822, 3.982271398656394, 4.215651416312085, 4.348721944497356, 4.631956135128348, 4.831850790661065, 4.931931563306989, 5.098414636337111]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
35,./img/smoo15_KatjaBurkard1_1.png,0,12,12,34,,,2.nein,2.025,None,dummy,1.141,None,None,None,None,None,,['return'],[0.6834860678413861],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
25,./img/smoo15_JasonSegel(Marshall)6_1.png,0,13,13,24,,,2.nein,1.466,None,None,None,host,1.241,None,None,None,,['return'],[0.6503301477646346],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
19,./img/smoo15_NicoleKidman7_1.png,0,14,14,18,,,2.nein,4.517,None,dummy,2.232,None,None,None,None,None,,['return'],[0.816756763345893],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
16,./img/smoo15_WillSmith4_1.png,0,15,15,15,,,1.ja,1.275,None,act,1.241,None,None,None,None,None,Will Smith,"['lshift', 'w', 'i', 'l', 'l', 'lshift', 'space', 's', 'm', 'i', 't', 'h', 'return']","[0.5333669939486754, 0.8498161283532681, 1.0667500269455559, 1.3164266797371056, 1.4832013426607773, 1.6165734049486673, 1.733123713668192, 1.9331020930312661, 2.132838603550681, 2.449408351596503, 2.4994373501949667, 2.682703683078671]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
8,./img/smoo15_AngelaMerkel4_1.png,0,16,16,7,,,1.ja,1.097,None,None,None,None,None,polit,0.874,None,Angela Merkel,"['lshift', 'a', 'n', 'g', 'e', 'l', 'a', 'space', 'lshift', 'm', 'e', 'r', 'k', 'e', u'\xf6', 'l', 'backspace', 'backspace', 'l', 'return']","[0.8335400231990207, 1.0334099785977742, 1.3498818884504544, 1.5665184230924751, 1.649803746208363, 1.7996357211413851, 1.8995782371935093, 2.049654005656066, 2.182814031729322, 2.3164003756987768, 2.432762065213865, 2.499433500824125, 2.6826504334394485, 2.7994374785080254, 3.032628235397169, 3.3823680178816176, 3.5490660141554145, 4.098618011465987, 4.315357837577267]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
65,./img/smoo15_UrsulavonderLeyen4_1.png,0,17,17,64,,,2.nein,3.513,None,dummy,4.14,None,None,None,None,None,,['return'],[0.7168347772753805],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
43,./img/smoo15_JoachimLoew1_1.png,0,18,18,42,,,1.ja,1.087,None,None,None,None,None,sport,0.94,None,Löw,"['lshift', 'l', u'\xf6', 'g', 'backspace', 'w', 'return']","[0.6000605634453677, 0.8666436559792601, 1.100012446301207, 1.3498000893055178, 1.6497389484543419, 1.7830147764543653, 2.0162462725252226]",2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
9,./img/smoo15_EmilyDeschanel6_12.png,0,19,19,8,,,2.nein,3.025,None,act,1.024,None,None,None,None,None,,['return'],[0.650131584349765],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
20,./img/smoo15_NicoleKidman5_1.png,0,20,20,19,,,2.nein,2.048,None,None,None,None,None,sport,4.389,None,,['return'],[0.7664721023211314],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
38,./img/smoo15_AlysonHannigan(Lily)5_4.png,0,21,21,37,,,2.nein,2.962,None,dummy,1.441,None,None,None,None,None,,['return'],[0.9001546805789076],2017_Feb_08_1104,60.0380559131,famFaceFilter,001,13,
