num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant
60,./img/smoo15_LeonardoDiCaprio2_1.png,0,59,59,59,,,1.ja,1.377,None,act,0.827,None,None,None,None,None,DiCaprio,"['lshift', 'd', 'i', 'lshift', 'c', 'a', 'p', 'r', 'o', 'backspace', 'i', 'o', 'return']","[1.5336081741388625, 1.6668042795354268, 1.9501376289081236, 2.3500245874729444, 2.4831536507026613, 2.6998807675900025, 3.3160252271009085, 3.599173809543572, 3.81588296298105, 4.415591826757009, 5.165344909493797, 5.415356698009418, 6.081077396493129]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
61,./img/smoo15_OmarEpps(DrEricForeman)3_1.png,0,60,60,60,,,1.ja,1.956,None,act,2.521,None,None,None,None,None,aus Dr House,"['a', 'u', 's', 'space', 'lshift', 'd', 'r', 'period', 'space', 'lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.483373702983954, 1.7334653647012601, 1.8994925645747571, 2.166106431524895, 2.516165342023669, 4.032366290171922, 4.432275061501059, 4.898791348417944, 5.13164130451878, 5.364931685957345, 6.331564895695919, 6.697961244495673, 6.897753317545721, 7.047910770404997, 7.214405661567071, 7.397713060167007]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
62,./img/smoo15_RobertSeanLeonard(Wilson)1_1.png,0,61,61,61,,,1.ja,5.164,None,act,1.136,None,None,None,None,None,Wilson,"['lshift', 'w', 'i', 'l', 's', 'o', 'n', 'return']","[1.3168454511251184, 1.4504463757293706, 1.800093089172151, 2.166534667376254, 2.5828158415843063, 2.849538772346932, 3.1996695366487984, 3.998947854988728]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
63,./img/smoo15_RobertSeanLeonard(Wilson)8_1.png,0,62,62,62,,,2.nein,3.82,None,dummy,3.771,None,None,None,None,None,,['return'],[0.5670384780351014],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
64,./img/smoo15_JoachimLoew8_1.png,0,63,63,63,,,1.ja,1.159,None,None,None,None,None,sport,2.839,None,Löw,"['lshift', 'l', u'\xf6', 'w', 'return']","[1.2833699178281677, 1.449985741510318, 1.8160173680917069, 2.366236602392746, 2.8325289877175237]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
65,./img/smoo15_UrsulavonderLeyen4_1.png,0,64,64,64,,,2.nein,5.655,None,dummy,1.875,None,None,None,None,None,,['return'],[0.5501999877451453],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
66,./img/smoo15_NicoleKidman3_1.png,0,65,65,65,,,1.ja,3.823,None,act,0.974,None,None,None,None,None,Kidman,"['lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[1.316862452247733, 1.4501929627531354, 1.766762225812272, 1.949741791424458, 2.4997255762009445, 2.7663561235003726, 2.849629551930775, 3.249155316812903]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
67,./img/smoo15_GeorgeClooney4_2.png,0,66,66,66,,,1.ja,12.518,None,act,1.282,None,None,None,None,None,Cloney,"['lshift', 'c', 'l', 'o', 'o', 'n', 'backspace', 'n', 'e', 'y', 'left', 'left', 'backspace', 'backspace', 'backspace', 'backspace', 'n', 'e', 'backspace', 'y', 'backspace', 'e', 'y', 'return']","[1.266503840810401, 1.349477343756007, 1.71621916822005, 2.099478707054004, 2.3158484795694676, 2.6325941693830828, 4.231722107972018, 5.5315510381751665, 6.214748891798081, 6.63181789166083, 8.346515619701677, 8.546685566783708, 9.763258390454212, 9.979727282729073, 10.146246232085105, 10.329772720637266, 11.51212613165626, 11.695307786096237, 13.044980803164435, 13.311788418770448, 14.061087603582564, 14.844051579484585, 15.344352948459345, 17.610043943092023]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
68,./img/smoo15_AlysonHannigan(Lily)8_3.png,0,67,67,67,,,2.nein,7.349,None,dummy,1.339,None,None,None,None,None,,['return'],[0.6337095072522061],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
69,./img/smoo15_BritneySpears5_1.png,0,68,68,68,,,1.ja,1.457,None,None,None,music,2.621,None,None,None,Spears,"['lshift', 's', 'p', 'a', 'e', 'r', 's', 'backspace', 'backspace', 'backspace', 'backspace', 'e', 'a', 'r', 'd', 'backspace', 's', 'return']","[1.3835694083700218, 1.5000104252158053, 1.866724021399932, 2.0827207315214764, 2.5663651693794236, 2.7995894709783897, 3.1826658467616653, 4.39875878966086, 4.648697762042502, 4.865432898328436, 5.064891685198745, 5.265247040761096, 5.931689485059906, 6.314855678101594, 6.881310023187325, 7.464016480182181, 7.7474556856086565, 8.047216290540746]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
70,./img/smoo15_JasonSegel(Marshall)7_1.png,0,69,69,69,,,1.ja,6.255,None,act,1.968,None,None,None,None,None,Marshall,"['lshift', 'm', 'a', 'r', 's', 'h', 'a', 'l', 'l', 'return']","[1.4492357674134837, 1.7990111119997891, 2.182917655860365, 2.39931629820785, 2.865995218515309, 3.1820419376017526, 3.465336152312375, 3.9149873245405615, 4.181662780467377, 4.548300994309102]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
71,./img/smoo15_AngelaMerkel1_1.png,0,70,70,70,,,1.ja,2.102,None,None,None,None,None,polit,1.356,None,Merkel,"['lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.916311487530038, 1.1003399903947866, 1.3494988357433613, 1.4332107648533565, 1.6831022623991885, 1.7997411979886238, 2.066273267078941, 2.4494991244409903]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
72,./img/smoo15_HughLaurie(DrHouse)2_1.png,0,71,71,71,,,1.ja,2.504,None,act,1.022,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.4165737218445429, 1.5993608219050657, 1.782558194365265, 1.9658117026119726, 2.082516397262225, 2.3156890539394226, 2.5323395053819695]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
73,./img/edges5_BastianSchweinsteiger6_2.png,0,72,72,72,,,2.nein,5.493,None,dummy,1.534,None,None,None,None,None,,['return'],[0.5834958865307271],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
74,./img/edges5_OmarEpps(DrEricForeman)1_5.png,0,73,73,73,,,1.ja,2.624,None,act,0.944,None,None,None,None,None,aus Dr House,"['a', 'u', 's', 'space', 'lshift', 'd', 'r', 'space', 'lshift', 'h', 'o', 'u', 's', 'e', 'return']","[0.9502980168672366, 1.133738858250581, 1.23325894539812, 1.4502420414701191, 1.8332792825913202, 1.9999201267964963, 2.2332005641819705, 2.46613039348631, 2.7164077844627172, 2.866272689683683, 3.082466997771917, 3.3156114261673792, 3.499418914425405, 3.715224762874641, 4.19878996908119]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
75,./img/edges5_NicoleKidman5_1.png,0,74,74,74,,,2.nein,3.703,None,dummy,3.976,None,None,None,None,None,,['return'],[0.6168562612729147],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
76,./img/edges5_LeonardoDiCaprio1_1.png,0,75,75,75,,,1.ja,4.681,None,act,2.089,None,None,None,None,None,DiCaprio,"['lshift', 'd', 'i', 'lshift', 'c', 'a', 'p', 'r', 'o', 'backspace', 'i', 'o', 'return']","[1.3998115762260568, 1.5000530884153704, 1.7332754653580196, 2.099840863067584, 2.2329301500813017, 2.44989111261566, 2.999168228043345, 3.249428617895319, 3.4493778711457708, 4.049619222945694, 4.798823778863152, 4.9988573961782095, 5.898302806694119]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
77,./img/edges5_AlysonHannigan(Lily)1_1.png,0,76,76,76,,,1.ja,2.1,None,act,1.308,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[0.7508305690462294, 0.9328539016460127, 1.249268229936206, 1.5500809798795672, 2.5156691016763943, 2.965914350905223]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
78,./img/edges5_GuentherJauch3_1.png,0,77,77,77,,,1.ja,1.903,None,None,None,host,3.736,None,None,None,Jauch,"['lshift', 'j', 'a', 'u', 's', 'backspace', 'c', 'h', 'return']","[0.7997553121294914, 0.9166823044924968, 1.2166680941190862, 1.3331110356211866, 1.466334406970418, 2.349228100867549, 2.5658846470541903, 3.1660432386688626, 3.948989251119201]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
79,./img/edges5_AngelaMerkel3_1.png,0,78,78,78,,,1.ja,1.92,None,None,None,None,None,polit,1.672,None,Merkel,"['lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.9995810666514444, 1.1663784495049185, 1.4496338503286097, 1.5662888247134106, 1.7496424150449457, 1.8660064456726104, 2.0664339758168353, 2.7322290943120606]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
80,./img/edges5_LeonardoDiCaprio3_1.png,0,79,79,79,,,1.ja,6.374,None,dummy,1.004,None,None,None,None,None,DiCaprio,"['lshift', 'd', 'i', 'lshift', 'c', 'a', 'p', 'r', 'o', 'backspace', 'i', 'o', 'return']","[1.066567097821462, 1.1509148048025963, 1.416699466004502, 1.74998179596696, 1.8829889643457136, 2.116476302198862, 2.532462683335325, 2.799001488721842, 3.0157391912143794, 3.6653915823917487, 4.398629196190086, 4.698223959972893, 5.431705042694375]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
81,./img/edges5_RobertSeanLeonard(Wilson)8_1.png,0,80,80,80,,,1.ja,3.451,None,act,1.539,None,None,None,None,None,Wilson,"['lshift', 'w', 'i', 'l', 's', 'o', 'n', 'return']","[1.033256443344726, 1.1670142273742385, 1.3660912909017497, 1.5328902776345785, 1.6828610389093228, 2.016220034316575, 2.2494687148846424, 3.0319428659586265]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
82,./img/edges5_GuentherJauch4_1.png,0,81,81,81,,,1.ja,2.194,None,None,None,host,2.487,None,None,None,Jauch,"['lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[0.7835782617858058, 0.8999685960370698, 1.2830671053598053, 1.416613498056904, 1.6165062947457045, 1.6998031398179592, 2.449299922596765]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
83,./img/edges5_RobertSeanLeonard(Wilson)1_1.png,0,82,82,82,,,1.ja,2.291,None,act,2.71,None,None,None,None,None,Wilson,"['lshift', 'w', 'i', 'l', 's', 'o', 'n', 'return']","[1.1000516128460731, 1.233702578494558, 1.4169204806130438, 1.583149769314332, 1.8500568254548853, 2.0665010179836827, 2.366527225374739, 3.0496429603645083]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
84,./img/edges5_UrsulavonderLeyen4_1.png,0,83,83,83,,,1.ja,20.463,None,None,None,None,None,polit,4.79,None,vllt Von der Layen,"['v', 'l', 'l', 't', 'space', 'lshift', 'f', 'r', 'a', 'u', 'backspace', 'backspace', 'backspace', 'backspace', 'lshift', 'v', 'o', 'n', 'space', 'd', 'e', 'r', 'space', 'lshift', 'l', 'a', 'y', 'e', 'n', 'lshift', u'?', 'return']","[1.3665705301227717, 1.5663847367104609, 1.716489582320719, 1.8665033275683527, 2.366072365120999, 2.8328244223375805, 2.949363275840369, 3.2159765012384014, 3.365446210529626, 3.532448248417495, 4.216327430092861, 4.415466403372193, 4.582077736193241, 4.781997798834709, 5.548067148663904, 5.664895021267512, 5.831417178384072, 6.031483835618928, 7.747576297353589, 7.897205432274859, 8.113483142102268, 8.230272200820764, 8.446735960680599, 8.763738271229158, 8.879683689281592, 9.379641828023523, 10.412963068105455, 10.779191009547503, 11.162213815754512, 11.979015480965245, 12.962347643466273, 14.394581004098654]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
85,./img/edges5_MariskaHargitay(Liv)6_5.png,0,84,84,84,,,1.ja,2.764,None,act,1.621,None,None,None,None,None,Mariska,"['lshift', 'm', 'a', 'r', 'i', 's', 'k', 'a', 'return']","[0.5837454501961474, 0.883602929454355, 1.3332210617627425, 1.5499128933006432, 1.6831353023208067, 1.8164138471274782, 2.1832156566888443, 2.3333631654950295, 3.3496489588742406]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
86,./img/edges5_AngelaMerkel4_1.png,0,85,85,85,,,1.ja,2.02,None,None,None,None,None,polit,2.022,None,Merkel,"['lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.7167587133171764, 1.0332240449788515, 1.3164970884790819, 1.399585749979451, 1.616143497183657, 1.7337781212227128, 1.9159961648038006, 2.965603198264944]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
87,./img/edges5_LisaEdelstein(DrLisaCuddy)6_3.png,0,86,86,86,,,1.ja,2.459,None,act,10.367,None,None,None,None,None,Cuddy,"['lshift', 'c', 'u', 'd', 'd', 'y', 'return']","[1.449864167438136, 1.516886125511519, 1.766262777708107, 1.9162848631294764, 2.0826713320311683, 3.1821452274489275, 3.7154630993827595]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
88,./img/edges5_BritneySpears7_1.png,0,87,87,87,,,1.ja,8.735,None,None,None,music,4.332,None,None,None,Spears,"['lshift', 's', 'p', 'a', 'backspace', 'e', 'a', 'r', 's', 'return']","[1.3156354843613371, 1.4489566923639359, 1.7820507268625079, 1.9649808929825667, 2.6327738038999087, 2.7818290707036795, 3.048611665786666, 3.6310868433447467, 4.147564300335944, 4.864379149437809]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
89,./img/edges5_NeilPatrickHarris(Barney)3_7.png,0,88,88,88,,,1.ja,2.34,None,act,0.977,None,None,None,None,None,Barney,"['lshift', 'b', 'a', 'r', 'n', 'e', 'y', 'return']","[0.8334390289983276, 1.0001058560537786, 1.3166946864439524, 1.5329031086712348, 1.8664699668734102, 2.0329446491541603, 3.0161468974074523, 3.632518145492213]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
90,./img/edges5_JoshRadnor(Ted)6_2.png,0,89,89,89,,,2.nein,9.585,None,dummy,4.948,None,None,None,None,None,,['return'],[0.8663968299642875],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
91,./img/edges5_HughLaurie(DrHouse)2_1.png,0,90,90,90,,,1.ja,1.776,None,act,2.673,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.1997202192451368, 1.2998151368392428, 1.5165797845093039, 1.7164844499075116, 1.8495990782193985, 2.0330242015807016, 2.2493420083974343]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
92,./img/edges5_JoshRadnor(Ted)1_2.png,0,91,91,91,,,1.ja,2.787,None,act,1.103,None,None,None,None,None,Ted,"['lshift', 't', 'e', 'd', 'return']","[1.1831402743464423, 1.3166241157414333, 1.6334705291938008, 2.1997452397645247, 2.8162826497755304]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
93,./img/edges5_JoshRadnor(Ted)3_1.png,0,92,92,92,,,2.nein,19.213,None,dummy,1.356,None,None,None,None,None,,['return'],[0.6671157529526681],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
94,./img/edges5_JasonSegel(Marshall)6_1.png,0,93,93,93,,,2.nein,7.887,None,dummy,0.974,None,None,None,None,None,,['return'],[0.7670900588018412],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
95,./img/edges5_UrsulavonderLeyen1_1.png,0,94,94,94,,,1.ja,15.847,None,None,None,None,None,polit,1.917,None,von der layen,"['v', 'o', 'n', 'space', 'd', 'e', 'r', 'space', 'l', 'lshift', 'a', 'backspace', 'capslock', 'a', 'y', 'e', 'n', 'return']","[2.2331832422805746, 2.433116456733842, 2.649681261007572, 2.91635703771135, 2.999253233661875, 3.2828053522098344, 3.3661801458310947, 3.615923124125402, 4.032515771748876, 4.2320884340715565, 4.915322214597836, 5.581747657774031, 6.481070531886871, 6.981360673706149, 8.080684766768172, 8.4639391731871, 8.697085205461917, 10.046266473045762]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
96,./img/edges5_JasonSegel(Marshall)7_1.png,0,95,95,95,,,1.ja,2.986,None,act,1.109,None,None,None,None,None,Marshall,"['lshift', 'm', 'a', 'r', 's', 'h', 'a', 'l', 'l', 'return']","[0.9499079533488839, 1.0834148906105838, 1.4497807656971418, 1.6330692385181464, 2.2162238194723614, 2.466171132027739, 2.7155362362900632, 2.949028706556419, 3.515482089314901, 4.481597566720666]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
97,./img/edges5_JoachimLoew8_1.png,0,96,96,96,,,1.ja,2.473,None,None,None,None,None,sport,1.344,None,Löw,"['lshift', 'l', u'\xd6', 'w', 'backspace', 'backspace', 'w', 'backspace', u'\xd6', 'w', 'backspace', 'backspace', 'capslock', u'\xf6', 'w', 'return']","[0.700328570772399, 0.8503403913655347, 1.4501400347271556, 1.8666531299222697, 2.83294471330737, 3.1661029029892234, 3.4658843583565613, 4.049082244058809, 4.71543005946296, 5.1318542997287295, 5.964622586281621, 6.348176597408383, 7.413839748691316, 8.446940615716812, 8.84698411293175, 9.396375745362093]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
98,./img/edges5_NicoleKidman7_1.png,0,97,97,97,,,1.ja,4.373,None,dummy,1.587,None,None,None,None,None,Kidman,"['lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[1.166809893114987, 1.3000393592064938, 1.6170310841498576, 1.7835112196189584, 2.150146225703793, 2.3501978064705327, 2.5166811497001618, 3.1330966648620233]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
99,./img/edges5_OmarEpps(DrEricForeman)2_2.png,0,98,98,98,,,1.ja,2.554,None,act,1.104,None,None,None,None,None,aus House,"['a', 'u', 's', 'space', 'lshift', 'h', 'o', 'u', 's', 'e', 'return']","[0.7334602322862338, 0.9998947854983271, 1.099911433768284, 1.349313106487898, 1.6325069183349115, 1.7660998235405714, 1.99934208859122, 2.2326103364903247, 2.3657076429026347, 3.5987866330106044, 4.032226752648057]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
100,./img/edges5_Ice-T(OdafinFinTutuola)5_1.png,0,99,99,99,,,1.ja,2.05,None,act,1.456,None,None,None,None,None,Ice T,"['lshift', 'i', 'c', 'e', 'space', 'lshift', 't', 'return']","[0.7839644759915245, 1.0337655147286569, 1.3503427971863857, 1.5167546073862468, 2.000105535278635, 2.4164832630358433, 2.5665050276820693, 3.1496714773438725]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
101,./img/edges5_TomCruise4_1.png,0,100,100,100,,,2.nein,5.469,None,dummy,1.474,None,None,None,None,None,,['return'],[0.6663558348009246],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
102,./img/edges5_MariskaHargitay(Liv)8_8.png,0,101,101,101,,,1.ja,1.625,None,act,0.755,None,None,None,None,None,Mariska,"['lshift', 'm', 'a', 'r', 'i', 's', 'k', 'a', 'return']","[0.9167137405329413, 1.0329209117353457, 1.332853452558993, 1.5160023878561333, 1.6824456340964389, 1.8160375769748498, 2.265795567582245, 2.5324456822127104, 2.7656488125994656]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
103,./img/edges5_GeorgeClooney4_2.png,0,102,102,102,,,1.ja,4.637,None,act,1.335,None,None,None,None,None,Cloney,"['lshift', 'c', 'l', 'o', 'o', 'backspace', 'n', 'e', 'y', 'return']","[1.5494358995092625, 1.6664068381724064, 1.899576607866038, 2.1495633758586337, 2.3161554621237883, 3.1656586283424986, 3.948955569649115, 4.065323128810633, 5.231505584228216, 6.364381555256841]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
104,./img/edges5_Ice-T(OdafinFinTutuola)7_1.png,0,103,103,103,,,1.ja,2.133,None,act,1.177,None,None,None,None,None,IceT,"['lshift', 'i', 'c', 'e', 'minus', 'lshift', 't', 'return']","[0.6170763135542074, 0.8498573028336978, 1.2503412253845454, 1.416794094900979, 2.3829002698057593, 3.0493051833218487, 3.1829616021605034, 3.982116100994972]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
105,./img/edges5_BarackObama2_1.png,0,104,104,104,,,1.ja,2.454,None,None,None,None,None,polit,1.404,None,Obama,"['lshift', 'o', 'b', 'a', 'm', 'a', 'return']","[0.716697445115642, 1.0667159378481301, 1.4499825337516086, 1.5995289084858086, 1.833025869615085, 1.9498736303266924, 2.2496900502683275]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
106,./img/edges5_KatjaBurkard1_1.png,0,105,105,105,,,2.nein,7.97,None,dummy,1.25,None,None,None,None,None,,['return'],[0.6834201513356675],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
107,./img/edges5_WillSmith1_1.png,0,106,106,106,,,1.ja,1.807,None,act,1.273,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[2.0162052786254208, 2.0992807883139903, 2.315672052814989, 2.5489820015845908, 2.748959483114959, 2.8987076259018068, 3.7485328511429543]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
108,./img/edges5_AngelaMerkel1_1.png,0,107,107,107,,,1.ja,2.027,None,None,None,None,None,polit,1.405,None,Merkel,"['lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.5664697423308098, 0.8164914748977026, 1.0332089685089159, 1.1162466266396223, 1.2997336597545655, 1.4328514958251617, 1.6660767597531958, 2.0497128895131027]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
109,./img/edges5_JasonSegel(Marshall)9_1.png,0,108,108,108,,,1.ja,2.269,None,act,1.209,None,None,None,None,None,Marshall,"['lshift', 'm', 'a', 'r', 's', 'h', 'a', 'l', 'l', 'return']","[0.6999750757113361, 0.9665552611895691, 1.3499514505656407, 1.5667552328977763, 1.8666223354357498, 2.083289467227587, 2.399757685871009, 2.5661265120979806, 3.9489029623982788, 4.232197497884044]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
110,./img/edges5_GeorgeClooney11_1.png,0,109,109,109,,,2.nein,5.48,None,act,10.468,None,None,None,None,None,,['return'],[0.9498922353304806],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
111,./img/edges5_AlysonHannigan(Lily)8_3.png,0,110,110,110,,,1.ja,1.787,None,dummy,1.272,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[1.1165221731534984, 1.3331873802908376, 1.682990632381916, 1.9966398722535814, 2.5658034907482943, 2.9826453812602267]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
112,./img/edges5_NicoleKidman3_1.png,0,111,111,111,,,1.ja,20.263,None,act,1.167,None,None,None,None,None,Kidman,"['lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.7671051352681388, 0.9333453303515853, 1.200009238345956, 1.3169362307089614, 1.6663170209139935, 1.7163741029889934, 2.0500432887092757, 2.466091900374522]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
113,./img/edges5_OmarEpps(DrEricForeman)3_1.png,0,112,112,112,,,1.ja,2.161,None,act,0.687,None,None,None,None,None,aus Hous,"['a', 'u', 's', 'space', 'lshift', 'h', 'o', 'u', 's', 'return']","[0.7335542196306051, 0.9331243157448625, 1.066743845352903, 1.7998015038610902, 1.999671525460144, 2.14943827325078, 2.332811751690315, 2.566097000713853, 2.7329457077139523, 3.0324442387209274]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
114,./img/edges5_JoachimLoew4_1.png,0,113,113,113,,,1.ja,3.069,None,None,None,None,None,sport,4.059,None,Löw,"['lshift', 'l', u'\xf6', 'w', 'return']","[0.7164725811981043, 0.8995605690706725, 1.266007279689802, 1.5995991584131843, 2.4160146094181982]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
115,./img/edges5_BarackObama1_3.png,0,114,114,114,,,1.ja,3.037,None,None,None,None,None,polit,1.358,None,Obama,"['lshift', 'o', 'b', 'a', 'm', 'a', 'return']","[0.5672983065269364, 0.8010746634827228, 1.2337182965129614, 1.3502391865640675, 1.600315771815076, 1.7003718755222508, 2.2332448312572524]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
116,./img/edges5_EmilyDeschanel5_1.png,0,115,115,115,,,1.ja,9.588,None,act,1.257,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'm', 'e', 'backspace', 'backspace', 'n', 'e', 's', 'return']","[1.3494949864325463, 1.5163632607636828, 1.7835715254914248, 2.332656496146228, 2.549431729421485, 2.9489414555082476, 3.149086382067253, 3.832105884281191, 3.96554642092633, 4.198563180505516, 4.39854130358799]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
117,./img/edges5_WillSmith4_1.png,0,116,116,116,,,1.ja,2.916,None,dummy,3.604,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.5497602039631602, 1.666611172433477, 1.8825588038398564, 2.132880782668508, 2.3160492852948664, 2.4161143707297015, 2.7328321530385438]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
118,./img/edges5_TomCruise5_1.png,0,117,117,117,,,1.ja,3.903,None,act,1.304,None,None,None,None,None,Cruise,"['lshift', 'c', 'r', 'u', 'i', 's', 'e', 'return']","[1.299916822805244, 1.4496239062737004, 2.499197579039901, 3.2491604492279293, 3.7487853017901216, 3.915348197448111, 4.648138649616158, 5.148229589589391]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
119,./img/edges5_UrsulavonderLeyen5_1.png,0,118,118,118,,,2.nein,4.457,None,dummy,1.05,None,None,None,None,None,,['return'],[0.6169913079356775],2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
120,./img/edges5_GeorgeClooney3_1.png,0,119,119,119,,,1.ja,7.121,None,act,1.035,None,None,None,None,None,Cloney,"['lshift', 'c', 'l', 'o', 'n', 'e', 'y', 'return']","[1.416701390660819, 1.5498464926840825, 1.8833549696701084, 2.299710884664819, 2.9994216410195804, 3.232747628584548, 4.0323467228408845, 5.398505055909482]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
121,./img/edges5_RobertSeanLeonard(Wilson)2_6.png,0,120,120,120,,,1.ja,2.084,None,act,1.086,None,None,None,None,None,Wilson,"['lshift', 'w', 'i', 'l', 's', 'o', 'n', 'return']","[1.033651639276286, 1.1334071759501967, 1.3168890766501136, 1.5001303954104515, 1.5664963667313714, 1.9832202117049746, 2.2497413744149526, 2.549452579856734]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
122,./img/edges5_WillSmith5_1.png,0,121,121,121,,,1.ja,2.109,None,act,3.054,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.049881296870808, 1.1994318416927854, 1.6823891775347874, 2.1995761908565328, 2.3993685846817243, 2.5488822402730875, 3.981782814815233]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
123,./img/edges5_Ice-T(OdafinFinTutuola)6_1.png,0,122,122,122,,,1.ja,2.304,None,act,1.286,None,None,None,None,None,Ice T,"['lshift', 'i', 'c', 'e', 'space', 'lshift', 't', 'return']","[0.39996971875189047, 0.8668895417740714, 1.233090858815558, 1.383116472772599, 1.7160177209443646, 2.0161574830126483, 2.0831111158149724, 2.4990830620372435]",2016_Nov_30_1302,60.0406184635,famFaceFilter,1,jb
