num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant
187,./img/gray_LisaEdelstein(DrLisaCuddy)6_3.png,0,186,186,186,,,1.ja,1.924,None,act,0.856,None,None,None,None,None,Cuddy,"['lshift', 'c', 'u', 's', 's', 'backspace', 'backspace', 'd', 'd', 'y', 'return']","[1.0336452237606863, 1.2001064334508555, 1.4500242346221057, 1.6508039767250011, 1.8167153764916293, 2.282597168639768, 2.4665984055500303, 2.5995247383980313, 2.8161456784582697, 3.565421767405496, 4.032457711309689]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
188,./img/gray_BritneySpears5_1.png,0,187,187,187,,,1.ja,1.546,None,None,None,music,1.603,None,None,None,Spears,"['lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[1.5664411932739313, 1.7664661496382905, 2.216439701664058, 3.0491175294082495, 3.3325041275820695, 3.6158560819567356, 3.8991381071828073, 4.148821421156754]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
189,./img/gray_NicoleKidman7_1.png,0,188,188,188,,,1.ja,1.672,None,act,2.009,None,None,None,None,None,Kidman,"['lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.5335741718954523, 0.7835593360068742, 1.0666947666395572, 1.2495768163717003, 1.5162131376346224, 1.6998150085310044, 1.816459076533647, 2.2661670260968094]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
190,./img/gray_GuentherJauch3_1.png,0,189,189,189,,,1.ja,1.92,None,None,None,host,1.954,None,None,None,Jauch,"['lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[1.1669484683116025, 1.3169278905334068, 1.683295048725995, 1.8497697310049261, 2.033377055089659, 2.1499341928210924, 2.433131212426815]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
191,./img/gray_HughLaurie(DrHouse)5_3.png,0,190,190,190,,,1.ja,2.538,None,dummy,1.353,None,None,None,None,None,House,"['lshift', 'h', 'o', 'u', 's', 'e', 'return']","[0.8332167312873935, 1.682958875564509, 2.16616320886169, 2.3830289009492844, 2.466365201460576, 2.7995958864994464, 3.0661122375713603]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
192,./img/gray_LeonardoDiCaprio2_1.png,0,191,191,191,,,1.ja,1.653,None,act,0.877,None,None,None,None,None,DiCaprio,"['lshift', 'd', 'i', 'lshift', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[1.166325842252263, 1.266587884099863, 1.4828540459930082, 2.1160054031497566, 2.232555483806209, 2.4492229363750084, 2.782511681856704, 3.2989394185788115, 3.598772518867918, 4.03255041554803, 4.831884228122362]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
193,./img/gray_NeilPatrickHarris(Barney)1_1.png,0,192,192,192,,,1.ja,2.603,None,act,2.002,None,None,None,None,None,Barney,"['lshift', 'b', 'a', 'r', 'n', 'e', 's', 'backspace', 'y', 'return']","[0.9830935052195855, 1.0832349353222526, 1.5163632607655018, 1.7165643231091963, 1.9497642457390612, 2.0835788071053685, 2.3826365919994714, 3.299201813282707, 3.5990089307233575, 3.8815512466790096]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
194,./img/gray_BastianSchweinsteiger3_1.png,0,193,193,193,,,1.ja,5.492,None,None,None,None,None,sport,2.681,None,Schweinsteiger vllt,"['lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'lshift', u'?', 'v', 'backspace', 'space', 'v', 'l', 'l', 't', 'return']","[1.766192207007407, 1.9832391374839062, 2.349188324653369, 2.5492424716285313, 2.7825623644530424, 2.982308245769673, 3.1656297585104767, 3.482127488539845, 4.248499009285297, 4.4985961241945915, 4.681768796908727, 4.898242821596796, 5.831248450253042, 9.296589734978625, 9.596723723079776, 11.296029981000174, 11.462575233981624, 15.777470046745293, 16.793256071247015, 17.27683924090161, 17.51007412810577, 18.159973516740138, 18.342910098377615, 18.592657567536662, 23.207605212093767]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
195,./img/gray_AlysonHannigan(Lily)1_1.png,0,194,194,194,,,1.ja,2.464,None,dummy,1.795,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[0.9832426660177589, 1.1495980196559685, 1.4830266234384908, 1.7661687903637358, 2.448963428658317, 2.9320728122838773]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
196,./img/gray_EmilyDeschanel5_1.png,0,195,195,195,,,1.ja,2.176,None,act,1.97,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'n', 'e', 's', 'return']","[0.9994245280031464, 2.449059340659005, 2.9152250194965745, 3.2653545006942295, 3.331827290396177, 3.598530333052622, 3.748527718729747]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
197,./img/gray_Ice-T(OdafinFinTutuola)5_1.png,0,196,196,196,,,1.ja,1.687,None,act,1.505,None,None,None,None,None,Ice T,"['lshift', 'i', 'c', 'e', 'space', 'lshift', 't', 'return']","[0.5338635117732338, 0.7836488324901438, 1.1670270584108948, 1.3335758399298356, 1.9332789297404815, 2.3498468776160735, 2.499237034480757, 2.849273811440071]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
198,./img/gray_LeonardoDiCaprio3_1.png,0,197,197,197,,,1.ja,1.87,None,act,1.517,None,None,None,None,None,DiCaprio,"['lshift', 'd', 'i', 'space', 'backspace', 'lshift', 'c', 'a', 'p', 'r', 'o', 'backspace', 'i', 'o', 'return']","[1.266731912488467, 1.3830099751685339, 1.6164524043924757, 2.016092365502118, 3.382844134019251, 4.049417775670008, 4.132137865639379, 4.33244350093446, 4.582180705263454, 4.798319198343961, 4.981926843203837, 5.598050773052819, 6.347698641289753, 6.531301153736422, 6.7976654570193205]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
199,./img/gray_Ice-T(OdafinFinTutuola)6_1.png,0,198,198,198,,,1.ja,1.449,None,act,2.457,None,None,None,None,None,IceT,"['lshift', 'i', 'c', 'e', 'lshift', 't', 'return']","[1.1833353061047092, 1.2993901087465929, 1.5494833743432537, 1.6329835913493298, 2.4992896417279553, 2.582727628207067, 2.899054705445451]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
200,./img/gray_GuentherJauch2_1.png,0,199,199,199,,,1.ja,2.755,None,None,None,host,1.754,None,None,None,Jauch,"['lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[1.3167902776658593, 1.4831125913842698, 1.7499535676870437, 1.8831172747122764, 2.0499300548108295, 2.13267227831966, 2.415953341216664]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
201,./img/gray_UrsulavonderLeyen5_1.png,0,200,200,200,,,2.nein,9.689,None,act,2.256,None,None,None,None,None,,['return'],[0.7669649561939877],2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
202,./img/gray_GeorgeClooney3_1.png,0,201,201,201,,,1.ja,2.642,None,act,1.005,None,None,None,None,None,Cloney,"['lshift', 'c', 'l', 'o', 'n', 'e', 'y', 'return']","[1.3331662090786267, 1.4497198182725697, 1.6831940043120994, 1.9495714594122546, 2.2662600511102937, 2.5492909087915905, 3.681891974858445, 4.064899383822194]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
203,./img/gray_AlysonHannigan(Lily)5_4.png,0,202,202,202,,,1.ja,2.215,None,act,1.076,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[0.6671298670917167, 0.8005303067475324, 1.1501340362156043, 1.4498943203725503, 2.000019246555894, 2.499978347623255]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
204,./img/gray_EmilyDeschanel3_1.png,0,203,203,203,,,1.ja,2.271,None,act,0.705,None,None,None,None,None,Bones,"['lshift', 'b', 'i', 'backspace', 'o', 'n', 'e', 's', 'return']","[0.46674435859313235, 0.7996773635786667, 1.1999226288462523, 2.2657731132676417, 2.948985401806567, 3.2486109600795317, 3.315310538353515, 3.5986098854773445, 3.765045433094201]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
205,./img/gray_AlysonHannigan(Lily)8_3.png,0,204,204,204,,,1.ja,1.292,None,dummy,1.46,None,None,None,None,None,Lily,"['lshift', 'l', 'i', 'l', 'y', 'return']","[0.7831545167973673, 1.099994514734135, 1.416156392377161, 1.667466361031984, 2.4827770597767085, 3.0826649165137496]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
206,./img/gray_LisaEdelstein(DrLisaCuddy)1_1.png,0,205,205,205,,,1.ja,1.851,None,act,1.592,None,None,None,None,None,Cuddy,"['lshift', 'c', 'u', 'd', 'd', 'y', 'return']","[1.0999775136078824, 1.1999142886743357, 1.4325583066383842, 1.649320708878804, 1.8158755851363821, 2.5825906568898063, 3.049316089705826]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
207,./img/gray_JoshRadnor(Ted)3_1.png,0,206,206,206,,,1.ja,2.856,None,act,1.238,None,None,None,None,None,Ted,"['lshift', 't', 'e', 'x', 'backspace', 'd', 'return']","[1.0666116856737062, 1.2164445133057598, 1.3827632984866796, 1.6658413102268241, 2.2994420744435047, 2.4661688865962788, 2.832638372306974]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
208,./img/gray_LisaEdelstein(DrLisaCuddy)2_2.png,0,207,207,207,,,1.ja,1.92,None,act,1.642,None,None,None,None,None,Cuddy,"['lshift', 'c', 'u', 'd', 'd', 'y', 'return']","[1.2170725925534498, 1.3336502599413507, 1.6003151302611514, 1.6836636202569935, 1.9000423744982982, 2.7165402649152384, 3.2664948590827407]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
209,./img/gray_KatjaBurkard5_3.png,0,208,208,208,,,1.ja,2.069,None,None,None,host,2.136,None,None,None,Burkhard,"['lshift', 'b', 'u', 'r', 'k', 'h', 'a', 'r', 'd', 'return']","[1.0671079260209808, 1.2169583963259356, 1.6168562612729147, 1.7667878878855845, 2.066185374478664, 2.4498150887229713, 2.5830317237778218, 2.9991281310540217, 3.3323119828091876, 3.79883243981385]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
210,./img/gray_NeilPatrickHarris(Barney)3_7.png,0,209,209,209,,,1.ja,2.077,None,dummy,0.82,None,None,None,None,None,Barney,"['lshift', 'b', 'a', 'r', 'n', 'e', 's', 'backspace', 'y', 'return']","[0.9497485277206579, 1.1666530336915457, 1.5331924485508353, 1.7330467521278479, 2.199415161347133, 2.332651363733021, 2.68269423543461, 3.165602171782666, 3.8321636239488726, 4.131490539839433]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
211,./img/gray_AngelaMerkel4_1.png,0,210,210,210,,,1.ja,1.539,None,None,None,None,None,polit,1.45,None,Merkel,"['lshift', 'm', 'e', 'r', 'k', 'l', 'e', 'backspace', 'backspace', 'e', 'l', 'return']","[0.8499961988054565, 1.0332676705038466, 1.2332034511637175, 1.366348553190619, 1.5664152104254754, 1.8333822516615328, 1.9000279395841062, 2.3662766993838886, 2.5996787108415447, 2.716416124636453, 3.1830507778649917, 6.181321154115722]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
212,./img/gray_Ice-T(OdafinFinTutuola)7_1.png,0,211,211,211,,,1.ja,3.364,None,act,1.937,None,None,None,None,None,IceT,"['lshift', 'i', 'c', 'e', 'lshift', 't', 'return']","[2.550093490142899, 2.733557106614171, 3.1166421433481446, 3.2998526676201436, 4.215778582496569, 4.348857604683872, 5.065933565383602]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
213,./img/gray_OmarEpps(DrEricForeman)3_1.png,0,212,212,212,,,1.ja,1.74,None,dummy,1.06,None,None,None,None,None,aus House,"['a', 'u', 's', 'space', 'lshift', 'h', 'o', 'u', 's', 'e', 'return']","[1.2498071334775886, 1.466530401055934, 1.5996010830676823, 1.7826226703255088, 2.1827511731571576, 2.366140690392058, 2.6325357881687523, 2.8157726160643506, 2.982470879160246, 3.2655562687468773, 3.648628795221157]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
214,./img/gray_WillSmith5_1.png,0,213,213,213,,,1.ja,4.254,None,dummy,1.58,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.383274936077214, 1.516044730276917, 2.882459684082278, 3.0991293820807186, 3.3654032265549176, 3.5323045408076723, 3.9488570914400043]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
215,./img/gray_BritneySpears7_1.png,0,214,214,214,,,1.ja,1.922,None,None,None,music,1.994,None,None,None,Spears,"['lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[1.116370125368121, 1.2497641495028802, 1.7829293321010482, 2.1330206409656967, 2.383289370991406, 2.682432161505858, 3.0489433480834123, 3.3989794834924396]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
216,./img/gray_WillSmith4_1.png,0,215,215,215,,,1.ja,1.656,None,act,1.726,None,None,None,None,None,Smith,"['lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.2667052880860865, 1.4165810996892105, 1.782908802444581, 2.0663694998547726, 2.3496062956764945, 2.515767259108543, 2.866087281203363]",2016_Nov_30_1343,59.9616276782,famFaceFilter,1,jb_2
