num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,key_resp_5.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
30,./img/smoo15_KatjaBurkard4_1.png,0,58,58,29,,,None,None,1,None,None,None,None,None,None,3,Katja Burkhard,"['lshift', 'k', 'capslock', 'a', 't', 'j', 'a', 'space', 'lshift', 'b', 'u', 'r', 'k', 'h', 'a', 'r', 'd', 'return']","[0.533523214277011, 0.8333392143176752, 1.1999430934574775, 1.7330255546949047, 1.966243577964633, 2.1161079517751205, 2.3827523134714284, 2.615874102453745, 2.7324911336145306, 2.932509610596753, 3.0988383879848698, 3.3322880151099525, 4.015475115096706, 4.182129164377329, 4.282056282943813, 4.432026835251236, 4.831764500582722]",1.09990979639,1.08310761046,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
50,./img/smoo15_OmarEpps(DrEricForeman)2_2.png,0,59,59,49,,,None,None,1,None,None,None,None,None,None,4,,['return'],[0.350531469895941],2.41614721536,1.59975421763,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
62,./img/smoo15_RobertSeanLeonard(Wilson)1_1.png,0,60,60,61,,,None,None,2,None,None,None,None,None,None,2,,['return'],[0.23363215149038297],2.28277900245,2.39912850229,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
45,./img/smoo15_RobertSeanLeonard(Wilson)2_6.png,0,61,61,44,,,None,None,2,None,None,None,None,None,None,3,,['return'],[0.16700081350063556],2.59958067513,2.03285021582,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
24,./img/smoo15_BastianSchweinsteiger1_1.png,0,62,62,23,,,None,None,1,None,None,None,None,None,None,4,sportler Bastian Schweinsteiger,"['lshift', '8', 'b', 'backspace', '2', '1', 'backspace', 'backspace', 's', 'p', 'o', 'r', 't', 'l', 'e', 'r', 'space', 'lshift', 'b', 'a', 's', 't', 'i', 'a', 'n', 'space', 'lshift', 's', 'c', 'h', 'w', 'i', 'm', 'backspace', 'backspace', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[4.265510080220338, 4.498735160672368, 5.548254438324875, 6.198150248668753, 6.364733405360312, 6.9644600358242315, 10.248230572222383, 12.629003667167126, 12.878868618383422, 13.062022357149544, 13.711894429703534, 13.894981446030215, 14.19480225778534, 14.311559470223074, 14.461416466072478, 14.66155587747744, 14.87797171481725, 15.027992950517728, 15.160845347649229, 15.311269163454199, 15.42774793801982, 15.644312617727337, 15.74432859261833, 15.8610168371506, 16.010905269533396, 16.3940739566915, 16.577388406720274, 16.77719901764067, 16.860566139901493, 17.027211207316213, 17.12692789357243, 17.327060247796908, 17.993449011224584, 18.426625204658194, 18.793032765850512, 19.009799537561776, 19.19264725129142, 19.659264859858013, 19.79275464875718, 19.94259368087114, 20.042603240144672, 20.242690043472976, 20.325675436390156, 20.459041083058764, 20.90891585017198]",1.31653831151,1.51645189312,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
11,./img/smoo15_LeonardoDiCaprio3_1.png,0,63,63,10,,,None,None,1,None,None,None,None,None,None,1,Leonardo de Caprio,"['lshift', 'l', 'e', 'o', 'm', 'n', 'a', 'backspace', 'a', 'r', 'd', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'n', 'a', 'r', 'd', 'o', 'space', 'd', 'i', 'space', 'lshift', 'backspace', 'backspace', 'e', 'space', 'backspace', 'backspace', 'e', 'space', 'lshift', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[0.41688725703897944, 0.6335934011494828, 0.8334909437107854, 1.0331841488005011, 1.2834487930922478, 1.3999272468772688, 2.0330215128542477, 2.5162677648495446, 2.832673273042019, 3.0326927123696805, 3.2493039053151733, 3.3824058700338355, 3.5323177194259188, 3.7657853102846275, 3.8989790183586592, 4.365347700897473, 4.49880348701663, 4.731770980357396, 4.881767836703148, 4.9985706000388745, 5.148414764647896, 5.264967639615861, 5.348345026868628, 5.731557340237487, 6.03143043928867, 6.464644164094352, 6.61454061600125, 6.964250565857583, 7.330764626327436, 7.6807530140577, 7.8141138490118465, 8.447032647802189, 9.163503659468915, 9.546749334058404, 9.696529663255205, 9.912617983236487, 10.229927131396835, 10.56314541129177, 10.696307362049993, 10.829537318373696, 11.21267488977901]",1.51633641197,0.849844036298,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
8,./img/smoo15_AngelaMerkel4_1.png,0,64,64,7,,,None,None,1,None,None,None,None,None,None,4,Angela Merkel,"['lshift', 'a', 'n', 'g', 'e', 'l', 'a', 'space', 'lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.36695385116763646, 0.5336383746416686, 0.6835723579206388, 0.8668258595644147, 0.9835150664403045, 1.149760119998973, 1.2165829642217432, 1.3665669893307495, 1.4832074374990043, 1.5996647197407583, 1.6998436513604247, 1.8663764454395277, 1.9830739926201204, 2.0496107002272765, 2.1996916011848953, 2.4994399164443166]",1.466269882,1.21664519573,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
31,./img/smoo15_BritneySpears1_1.png,0,65,65,30,,,None,None,1,None,None,None,None,None,None,2,Britney Spears,"['lshift', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[0.6333140009337512, 0.9000606917579717, 1.1327917695307406, 1.2831562408573518, 1.4662455026500538, 1.6830408238674863, 1.7994451772501634, 1.9830082325224794, 2.1329264975338447, 2.316137976873506, 2.4828356523648836, 2.6658790424808103, 2.8492345524718985, 3.0159049615831464, 3.132505953693908, 3.265723399559647, 3.6323211838607676]",0.983029404066,0.983333825197,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
36,./img/smoo15_BastianSchweinsteiger6_2.png,0,66,66,35,,,None,None,1,None,None,None,None,None,None,5,Bastian Schweinsteiger,"['lshift', 's', 'p', 'o', 'r', 't', u'\xd6', 'e', 'r', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'lshift', 'b', 'a', 's', 't', 'i', 'a', 'n', 'space', 'lshift', 's', 'c', 'h', 'w', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[0.4335794151011214, 0.6668615945636702, 0.8669410199308913, 1.0334430190378043, 1.2168026991803345, 1.3498629623736633, 1.6497745551423577, 1.7663521302438312, 1.933052051203049, 2.2328686928049137, 3.748654644652561, 3.8823981712921523, 4.06553715413429, 4.28210921180289, 4.448802717144645, 4.582092017944888, 4.7152042476536735, 5.048427018482471, 5.248390641922015, 5.448197403471568, 5.631735758608556, 5.731566963668229, 5.931481828400138, 6.098049908385292, 6.214355782012717, 6.397990692221356, 6.564577377501337, 6.7311480237331125, 6.914266476593184, 6.981138079523589, 7.147685950307277, 7.214384652299486, 7.364604772195889, 7.564306317588489, 7.714025698405749, 7.847192460878432, 7.913805514353953, 8.09709205643776, 8.197180527826276, 8.330508322342212, 8.84706318615099, 10.013293804566274, 10.179576710275796, 10.312950055687907, 10.462997595426714, 10.59617398132832, 10.746302999430554, 11.079221669910112, 11.36255081170566, 11.812508661087122, 11.929148467694176, 12.095596575600212, 12.445620570015308, 12.578673134466953, 12.728814663027151, 12.862008371101183, 13.061776318154443, 13.162049880156701, 13.311869023851614, 14.17829936049202]",1.33299629947,1.84955950359,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
32,./img/smoo15_TomCruise1_1.png,0,67,67,31,,,None,None,1,None,None,None,None,None,None,1,Tom Cruise,"['lshift', 't', 'i', 'm', 'backspace', 'backspace', 'o', 'm', 'space', 'lshift', 'c', 'r', 'u', 'i', 's', 'e', 'return']","[0.35016128866664076, 0.4168099488288135, 0.7167632431210222, 0.9333481320281862, 1.8330232450716721, 1.9663988359498035, 2.416208163747797, 2.5824917110203387, 2.766108015930513, 3.0324383330680575, 3.1825362354175013, 3.449083079702177, 3.599037913743814, 3.732296419571867, 3.882322466984988, 4.032591345585388, 4.53186188968175]",1.59954378532,0.20029146158,2017_Feb_28_1246,60.0506619767,famFaceFilter,001,26,
