num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,key_resp_5.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,space,10.0939025313,,,,,,,,,,,,,,,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
7,./img/smoo15_LisaEdelstein(DrLisaCuddy)2_2.png,0,0,0,6,,,2.nein,10.906,None,dummy,0.935,None,None,None,None,None,,['return'],[0.6503699246040924],,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
67,./img/smoo15_GeorgeClooney4_2.png,0,1,1,66,,,1.ja,3.306,None,act,0.941,None,None,None,None,None,George Clooney,"['lshift', 'g', 'e', 'o', 'r', 'g', 'space', 'backspace', 'e', 'space', 'lshift', 'c', 'l', 'o', 'o', 'n', 'e', 'y', 'return']","[1.3997835370082612, 1.4999169177317526, 1.7830523078264378, 1.9663773436259362, 2.1162276030736393, 2.3328304557144293, 2.5660991623772134, 2.849294538511458, 2.9492348090971063, 3.082419856085835, 3.4490769848653144, 3.5655775725354033, 3.8652707134679076, 4.065492565581735, 4.198914028136642, 4.332053845009796, 4.498680307129689, 4.76512001057381, 4.88184033320249]",,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
5,./img/smoo15_BarackObama1_3.png,0,2,2,4,,,1.ja,1.413,None,None,None,None,None,polit,1.341,None,Barrack Obama,"['lshift', 'b', 'a', 'r', 'r', 'a', 'c', 'k', 'space', 'lshift', 'o', 'b', 'a', 'm', 'a', 'return']","[0.46688866847580357, 0.6168800715458929, 0.8168103337666253, 1.0500498493602208, 1.1666184425957908, 1.3164828164044593, 1.5159838736999518, 1.6996332190501562, 1.949700903831399, 2.2661827578940574, 2.432795426433586, 2.666026922504898, 2.782637217263982, 2.932520837930497, 3.0326006482337107, 3.199160387914162]",,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
56,./img/smoo15_MariskaHargitay(Liv)6_5.png,0,3,3,55,,,2.nein,2.222,None,act,0.624,None,None,None,None,None,,['return'],[0.4502003597881412],,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
41,./img/smoo15_AngelaMerkel3_1.png,0,4,4,40,,,1.ja,0.8,None,None,None,None,None,polit,0.541,None,Angela Merkel,"['lshift', 'a', 'n', 'g', 'e', 'l', 'a', 'space', 'lshift', 'm', 'e', 'r', 'k', 'e', 'l', 'return']","[0.7334454569718218, 1.1665363226711634, 1.6492805524630967, 1.8497009679886105, 1.9828991669965035, 2.11601620842157, 2.2495566807137948, 2.382725367871899, 2.5160387272444495, 2.599359977828499, 2.816001324184981, 2.965920230757547, 3.0492055538743443, 3.165715444192756, 3.898876047671365, 4.098520494055265]",,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
37,./img/smoo15_Ice-T(OdafinFinTutuola)5_1.png,0,5,5,36,,,2.nein,1.46,None,None,None,music,0.657,None,None,None,,['return'],[0.4004231742419506],,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
9,./img/smoo15_EmilyDeschanel6_12.png,0,6,6,8,,,1.ja,1.014,None,act,1.391,None,None,None,None,None,Nicole Kidman,"['lshift', 'n', 'i', 'c', 'o', 'l', 'e', 'space', 'lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.583671864173084, 0.7004156038128713, 0.8502087642482365, 0.9832286090422713, 1.0666390367332497, 1.2499467503603228, 1.3666805457887676, 1.5165365792945522, 1.7497565272515203, 1.8665403645100014, 2.0330709131212643, 2.1164187885260617, 2.216182308800853, 2.366446696469211, 2.432958703942859, 2.9660151819207385]",,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
29,./img/smoo15_GuentherJauch3_1.png,0,7,7,28,,,1.ja,1.33,None,None,None,host,0.908,None,None,None,Günter Jauch,"['lshift', 'g', u'\xfc', 'n', 't', 'e', 'r', 'space', 'less', 'j', 'backspace', 'lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[0.50024379352908, 0.6168149530112714, 0.8666850367226289, 1.4665332431723073, 1.616414939153401, 1.8162277955416357, 1.966268919661161, 2.0330330609685916, 2.2660781833019428, 2.3829588964108552, 2.9492495650210913, 3.0657889671874727, 3.1988142652571696, 3.349006156428004, 3.465670983950986, 3.598897090902028, 3.732289041608965, 4.132151169951612]",,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
50,./img/smoo15_OmarEpps(DrEricForeman)2_2.png,0,8,8,49,,,2.nein,1.406,None,None,None,music,0.657,None,None,None,,['return'],[0.483572807013843],,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
55,./img/smoo15_MariskaHargitay(Liv)4_4.png,0,9,9,54,,,2.nein,1.361,None,act,1.174,None,None,None,None,None,,['return'],[0.25033585766686883],,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
23,./img/smoo15_JoachimLoew4_1.png,0,10,10,22,,,1.ja,0.961,None,None,None,None,None,sport,0.807,None,Jogi Löw,"['lshift', 'j', 'o', 'g', 'i', 'space', 'lshift', 'l', u'\xf6', 'w', 'return']","[0.5662319656948966, 0.7329819284841506, 1.032773869952507, 1.5493723599720397, 1.6326644194887194, 1.7991622484441905, 1.9324938923309674, 2.0657613800249237, 2.232376935591674, 2.332431404200179, 2.465494233641948]",,,2017_Jan_30_1503,59.9505378905,famFaceFilter,001,7,
