num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,34.566599015,,,,,,,,,,,,,,2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
1,./img/smoo15_Ice-T(OdafinFinTutuola)6_1.png,0,0,0,0,,,2.nein,10.973,None,act,2.768,None,None,None,None,None,,['return'],[1.2498821950430283],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
40,./img/smoo15_NeilPatrickHarris(Barney)2_2.png,0,1,1,39,,,2.nein,7.896,None,None,None,host,1.221,None,None,None,,['return'],[0.3835892964780214],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
6,./img/smoo15_AlysonHannigan(Lily)1_1.png,0,2,2,5,,,2.nein,7.325,None,act,1.568,None,None,None,None,None,,['return'],[0.3670321266690735],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
12,./img/smoo15_MariskaHargitay(Liv)8_8.png,0,3,3,11,,,2.nein,3.83,None,dummy,1.724,None,None,None,None,None,,['return'],[0.4835754710366018],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
3,./img/smoo15_JoshRadnor(Ted)3_1.png,0,4,4,2,,,2.nein,2.912,None,None,None,None,None,sport,0.691,None,,['return'],[0.35043902996039833],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
44,./img/smoo15_GuentherJauch2_1.png,0,5,5,43,,,1.ja,1.423,None,None,None,host,1.356,None,None,None,Günther Jauch,"['lshift', 'g', u'\xfc', 'n', 't', 'h', 'e', 'r', 'space', 'lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[1.1165388535009697, 1.233403936112154, 1.6164524043924757, 1.8661389261251315, 2.0829266696619015, 2.23282397325238, 2.349502364279033, 2.4494609521079838, 2.6159808637912647, 2.749181780825893, 2.8657995452031173, 3.048984728178766, 3.199177145614158, 3.3323774210966803, 3.4656360777953523, 4.748414484829482]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
64,./img/smoo15_JoachimLoew8_1.png,0,6,6,63,,,1.ja,1.305,None,None,None,None,None,sport,0.856,None,Jogi Löw,"['lshift', 'j', 'o', 'g', 'i', 'space', 'lshift', 'l', u'\xf6', 'w', 'return']","[0.800081541237887, 0.9166771720774705, 1.3331431132137368, 1.6329710810878169, 1.7665238893041533, 1.9496301614035474, 2.066172864217151, 2.1828611992968945, 2.3827225599452504, 2.499380100536655, 3.465688043494083]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
43,./img/smoo15_JoachimLoew1_1.png,0,7,7,42,,,1.ja,1.26,None,None,None,None,None,sport,0.656,None,Jogi Löw,"['lshift', 'j', 'o', 'g', 'i', 'space', 'lshift', 'l', u'\xf6', 'w', 'return']","[0.90007124433032, 0.9833212561188702, 1.29990527487098, 1.6831436424927233, 1.8495679629540973, 2.032837189219208, 2.1494074787606223, 2.2327367222023895, 2.416154467717206, 2.549275190773187, 3.4323032897809753]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
34,./img/smoo15_EmilyDeschanel5_1.png,0,8,8,33,,,1.ja,2.719,None,act,0.825,None,None,None,None,None,,['return'],[0.46695992001150444],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
29,./img/smoo15_GuentherJauch3_1.png,0,9,9,28,,,1.ja,1.287,None,None,None,host,1.09,None,None,None,Günther Jauch,"['lshift', 'g', u'\xfc', 'n', 't', 'h', 'e', 'r', 'space', 'lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[0.9332612870621233, 1.0998662043657532, 1.449815730273258, 1.666429613263972, 1.8162691771885875, 1.9496025746757368, 2.0662350947459345, 2.1827992895450734, 2.282861808773305, 2.4327206192519952, 2.5495032624512532, 2.699335448529382, 2.815955779115029, 2.9824744076959178, 3.0825035662273876, 3.8154701243747695]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
13,./img/smoo15_GeorgeClooney3_1.png,0,10,10,12,,,1.ja,2.848,None,act,0.724,None,None,None,None,None,George Cloony,"['lshift', 'g', 'e', 'o', 'r', 'g', 'e', 'space', 'lshift', 'c', 'l', 'o', 'o', 'n', 'y', 'return']","[0.7334018510700844, 0.9666264734441938, 1.2498472304687311, 1.5165554055402026, 1.6997861386953446, 1.8996449331352778, 1.9993250874686055, 2.1494764455856057, 2.3659501494985307, 2.6660087552572804, 2.9992343078829435, 3.232445457668291, 3.365686792469205, 3.5322525751089415, 3.649027840463532, 4.781805974836971]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
28,./img/smoo15_HughLaurie(DrHouse)5_3.png,0,11,11,27,,,1.ja,2.162,None,dummy,0.656,None,None,None,None,None,,['return'],[0.4002147915543901],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
52,./img/smoo15_BastianSchweinsteiger3_1.png,0,12,12,51,,,1.ja,1.372,None,None,None,None,None,sport,0.591,None,Schweinsteiger,"['lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[1.1334135914676153, 1.283292931606411, 1.6830522213567747, 1.7831557999015786, 1.9329988923600467, 2.032851624137038, 2.166312048888358, 2.2995851405048597, 2.3994314567626134, 2.5326981328598777, 2.6492706678327522, 2.78249917159701, 2.882590239880301, 2.9992824242708593, 3.115556316863149, 4.71526774684753]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
20,./img/smoo15_NicoleKidman5_1.png,0,13,13,19,,,2.nein,3.296,None,dummy,0.857,None,None,None,None,None,,['return'],[0.25037875616544625],2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
65,./img/smoo15_UrsulavonderLeyen4_1.png,0,14,14,64,,,1.ja,2.416,None,None,None,None,None,polit,2.024,None,Ursula von der Leyen,"['v', 'o', 'backspace', 'backspace', 'lshift', 'u', 'r', 's', 'u', 'l', 'a', 'space', 'v', 'o', 'n', 'space', 'd', 'e', 'r', 'space', 'lshift', 'l', 'e', 'y', 'e', 'n', 'return']","[1.5664729500895191, 1.7164257479125808, 2.082995636485066, 2.2325327087182814, 2.5825454274836375, 2.6991686450510315, 2.999256762195728, 3.315830516117785, 3.4489890907316294, 3.665564801385699, 3.7988067777387187, 3.8986774729655735, 4.0654341172776185, 4.132037462777589, 4.248790273817576, 4.415228066865893, 4.498703263348943, 4.648210182645926, 4.748446883197175, 4.881712917742334, 5.065062017210948, 5.164926296920385, 5.364826792230815, 5.598033771930204, 5.798073804764499, 5.93125515446809, 7.413995645787509]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
38,./img/smoo15_AlysonHannigan(Lily)5_4.png,0,15,15,37,,,1.ja,3.441,None,act,0.624,None,None,None,None,None,Nicole Richtie,"['lshift', 'n', 'i', 'c', 'o', 'l', 'e', 'space', 'lshift', 'r', 'i', 'c', 'h', 't', 'i', 'e', 'return']","[0.8167323776142439, 0.9166505476769089, 1.183130330293352, 1.4664460369895096, 1.5829175275484886, 1.7664456199818233, 1.9160744341279496, 2.149549261717766, 2.3327456718507165, 2.466174019011305, 2.799014961308785, 3.015785382947797, 3.132444206643413, 3.3488672279599996, 3.44893840813711, 3.598812295083917, 4.548459457613717]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
23,./img/smoo15_JoachimLoew4_1.png,0,16,16,22,,,1.ja,1.011,None,None,None,None,None,sport,0.606,None,Jogi Löw,"['lshift', 'j', 'o', 'g', 'i', 'space', 'lshift', 'l', u'\xf6', 'w', 'return']","[0.8167936458139593, 0.8834226533890615, 1.5832052635487344, 1.8830351560791314, 2.049682095026583, 2.1995777947358874, 2.349518082299255, 2.4660267828658107, 2.6327022708701406, 2.7494720830327424, 3.5490795174628147]",2017_Jan_24_1324,60.0775289406,famFaceFilter,001,1,
