num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,19.3571377935,,,,,,,,,,,,,,2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
36,./img/smoo15_BastianSchweinsteiger6_2.png,0,0,0,35,,,1.ja,4.772,None,None,None,None,None,sport,1.066,None,Bastian Schweinsteiger,"['lshift', 'b', 'a', 's', 't', 'i', 'a', 'n', 'space', 'lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[0.983483889510353, 1.0833010151591225, 1.266524049693544, 1.4332178219246998, 1.4998461879467868, 1.6663895162728295, 1.7495699196870191, 1.8662948232222334, 1.999625975278832, 2.066190506892781, 2.1161936986136425, 2.3161339701373436, 2.416168581858983, 2.532158908540623, 2.6993922258670864, 2.849196825216495, 3.0157289263852363, 3.199218846482836, 3.315436282515293, 3.4323735397074415, 3.515591153128298, 3.682212109226384, 3.7487535449745337, 3.915553494035521, 9.679742134654589]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
31,./img/smoo15_BritneySpears1_1.png,0,1,1,30,,,1.ja,2.022,None,None,None,music,0.774,None,None,None,Britney Spears,"['lshift', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[0.45006433161051973, 0.6503253790533563, 0.799797012999079, 0.9000138254423291, 1.0833475276676836, 1.2664252507101992, 1.3333044635010083, 1.5165124215664036, 1.5995202475369297, 1.6995670487431198, 1.799735744798454, 1.9163596039188633, 2.0662447180238814, 2.2494170699619644, 2.332937816626327, 2.4326433122550952, 2.9491868490858906]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
43,./img/smoo15_JoachimLoew1_1.png,0,2,2,42,,,1.ja,1.146,None,None,None,None,None,sport,0.874,None,Joachim Löw,"['lshift', 'j', 'o', 'a', 'c', 'h', 'i', 'm', 'space', 'lshift', 'l', u'\xf6', 'w', 'return']","[0.5336036832768514, 0.6669075693816922, 0.8335615653995774, 0.9001626654680877, 1.0501116139803344, 1.1167515279357758, 1.2501147575849245, 1.4165740426196862, 1.5665954864898595, 1.5909301892161238, 1.7660411215483691, 1.8831795052410598, 1.9331310520392435, 2.3996255261927217]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
29,./img/smoo15_GuentherJauch3_1.png,0,3,3,28,,,1.ja,1.315,None,None,None,host,1.408,None,None,None,Günther Jauch,"['lshift', 'g', u'\xfc', 'n', 't', 'h', 'e', 'r', 'space', 'lshift', 'j', 'a', 'u', 'c', 'h', 'return']","[0.6002182559350331, 0.7333678488221267, 0.9666579094837289, 1.1998722670296047, 1.3165317322764167, 1.399894336412217, 1.5164543611253976, 1.666297774360828, 1.782623311876705, 1.8660680346474692, 1.982825336550377, 2.1327579254912052, 2.2161798731713134, 2.3161233845321476, 2.432711637526154, 2.949135524938356]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
64,./img/smoo15_JoachimLoew8_1.png,0,4,4,63,,,1.ja,1.284,None,None,None,None,None,sport,0.624,None,Joachim Löw,"['lshift', 'j', 'o', 'a', 'c', 'h', 'i', 'm', 'space', 'lshift', 'l', u'\xf6', 'w', 'return']","[0.4001493532678069, 0.5835917985295964, 0.766814512287965, 0.8166897144164977, 0.9666973649218562, 1.0333369581012448, 1.1832179021193951, 1.333118734243726, 1.483229353819297, 1.533030777487511, 1.6658631229911407, 1.799763652303227, 1.8495939458034627, 2.2828849046381947]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
61,./img/smoo15_OmarEpps(DrEricForeman)3_1.png,0,5,5,60,,,2.nein,2.425,None,act,1.525,None,None,None,None,None,,['return'],[0.8498973998221118],2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
69,./img/smoo15_BritneySpears5_1.png,0,6,6,68,,,1.ja,1.056,None,None,None,music,0.458,None,None,None,Britney Spears,"['lshift', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[0.4501573566267325, 0.5834862632518707, 0.7501588642735442, 0.8499824054406417, 1.0000134725878524, 1.3329731019766768, 1.466522702434304, 1.682873869945979, 1.799671910390316, 1.8996458954634363, 2.032901023627346, 2.1661523024813505, 2.3159732614021777, 2.499126687561329, 2.6660077929300314, 2.865853756334218, 2.9824397638958544]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
16,./img/smoo15_WillSmith4_1.png,0,7,7,15,,,1.ja,1.037,None,act,0.592,None,None,None,None,None,Will Smith,"['lshift', 'w', 'i', 'l', 'l', 'space', 'lshift', 's', 'm', 'i', 't', 'h', 'return']","[0.2835444199263293, 0.4001734114608553, 0.5501871567093986, 0.7336636042191458, 0.850189947459512, 1.0000121894845506, 1.0832384638551957, 1.2165885416916353, 1.299848176757223, 1.4496322464483455, 1.5662609172068187, 1.649775889904049, 1.8661347560382637]",2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
68,./img/smoo15_AlysonHannigan(Lily)8_3.png,0,8,8,67,,,1.ja,1.16,None,dummy,0.89,None,None,None,None,None,,['return'],[3.9656266149058865],2017_Jan_25_1055,60.0503334375,famFaceFilter,001,2,
