,filename,text,hit
17,./img/smoo15_BritneySpears7_1.png,britney,1
48,./img/smoo15_BritneySpears1_1.png,britney,1
169,./img/gray_BritneySpears5_1.png,britney,1
4,./img/smoo15_BritneySpears5_1.png,britney,1
131,./img/edges5_BritneySpears7_1.png,britney,1
164,./img/gray_BritneySpears1_1.png,britney,1
212,./img/gray_BritneySpears7_1.png,britney,1
104,./img/edges5_BritneySpears5_1.png,britney ,1
29,./img/smoo15_GeorgeClooney11_1.png,cloney,0
8,./img/smoo15_GeorgeClooney3_1.png,cloney,0
173,./img/gray_GeorgeClooney11_1.png,clooney,1
143,./img/edges5_GeorgeClooney4_2.png,clooney,1
159,./img/gray_GeorgeClooney3_1.png,clooney,1
129,./img/edges5_GeorgeClooney11_1.png,clooney,1
37,./img/smoo15_GeorgeClooney4_2.png,clooney,1
185,./img/gray_GeorgeClooney4_2.png,clooney,1
96,./img/edges5_GeorgeClooney3_1.png,clooney,1
177,./img/gray_TomCruise4_1.png,cruise,1
22,./img/smoo15_TomCruise1_1.png,cruise,1
74,./img/edges5_TomCruise4_1.png,cruise,1
188,./img/gray_TomCruise5_1.png,cruise,1
6,./img/smoo15_TomCruise4_1.png,cruise,1
90,./img/edges5_TomCruise5_1.png,cruise,1
112,./img/edges5_TomCruise1_1.png,cruise,1
207,./img/gray_TomCruise1_1.png,cruise,1
70,./img/smoo15_TomCruise5_1.png,cruise,1
115,./img/edges5_LeonardoDiCaprio2_1.png,di caprio,1
134,./img/edges5_LeonardoDiCaprio3_1.png,di caprio,1
84,./img/edges5_LeonardoDiCaprio1_1.png,di caprio,1
5,./img/smoo15_LeonardoDiCaprio2_1.png,di caprio,1
39,./img/smoo15_LeonardoDiCaprio3_1.png,dicaprio,1
30,./img/smoo15_LeonardoDiCaprio1_1.png,dicaprio,1
215,./img/gray_LeonardoDiCaprio2_1.png,dicaprio,1
180,./img/gray_LeonardoDiCaprio3_1.png,die caprio,1
