,filename,text,hit
177,./img/gray_NeilPatrickHarris(Barney)3_7.png,barni,0
153,./img/gray_NeilPatrickHarris(Barney)1_1.png,barni,0
136,./img/edges5_NeilPatrickHarris(Barney)2_2.png,barni stinson,0
128,./img/edges5_NeilPatrickHarris(Barney)3_7.png,barni stinson,0
171,./img/gray_NeilPatrickHarris(Barney)2_2.png,barni stinson,0
56,./img/smoo15_Ice-T(OdafinFinTutuola)6_1.png,boks,0
93,./img/edges5_BritneySpears5_1.png,britney,1
80,./img/edges5_BritneySpears7_1.png,britney,1
4,./img/smoo15_BritneySpears1_1.png,britney,1
70,./img/smoo15_BritneySpears7_1.png,britney,1
25,./img/smoo15_BritneySpears5_1.png,britney,1
49,./img/smoo15_HughLaurie(DrHouse)2_1.png,chyu lori,0
22,./img/smoo15_HughLaurie(DrHouse)5_3.png,chyu lori,0
175,./img/gray_HughLaurie(DrHouse)4_1.png,chyu lori,0
206,./img/gray_HughLaurie(DrHouse)5_3.png,chyu lori,0
155,./img/gray_HughLaurie(DrHouse)2_1.png,chyu lori,0
101,./img/edges5_HughLaurie(DrHouse)2_1.png,chyu lori,0
98,./img/edges5_HughLaurie(DrHouse)4_1.png,chyu lori,0
77,./img/edges5_HughLaurie(DrHouse)5_3.png,chyu lori,0
204,./img/gray_WillSmith5_1.png,comedien,0
87,./img/edges5_JoshRadnor(Ted)6_2.png,comedien,0
44,./img/smoo15_JasonSegel(Marshall)9_1.png,dgeison sigel,0
59,./img/smoo15_JoshRadnor(Ted)3_1.png,dgosch rednor,0
169,./img/gray_LeonardoDiCaprio2_1.png,di kaprio,1
118,./img/edges5_LeonardoDiCaprio2_1.png,leonardo,1
97,./img/edges5_LeonardoDiCaprio1_1.png,leonardo,1
196,./img/gray_LeonardoDiCaprio1_1.png,leonardo,1
208,./img/gray_LeonardoDiCaprio3_1.png,leonardo,1
3,./img/smoo15_LeonardoDiCaprio2_1.png,leonardo di kaprio,1
85,./img/edges5_LeonardoDiCaprio3_1.png,leonardo di kaprio,1
13,./img/smoo15_LeonardoDiCaprio1_1.png,leonardo di kaprio,1
42,./img/smoo15_LeonardoDiCaprio3_1.png,leonardo di kaprio,1
178,./img/gray_AlysonHannigan(Lily)5_4.png,lili,0
172,./img/gray_AlysonHannigan(Lily)1_1.png,lili,0
151,./img/gray_AlysonHannigan(Lily)8_3.png,lili oldrin,0
