num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,key_resp_6.rt,key_resp_5.rt,date,frameRate,expName,session,participant,
,,,,,,space,30.4198204146,,,,,,,,,,,,,,,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
57,./img/smoo15_UrsulavonderLeyen5_1.png,0,0,0,56,,,2.nein,20.808,None,dummy,2.317,None,None,None,None,None,,['return'],[1.2999741451376394],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
65,./img/smoo15_UrsulavonderLeyen4_1.png,0,1,1,64,,,2.nein,3.162,None,dummy,4.39,None,None,None,None,None,,['return'],[0.7501323217211393],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
18,./img/smoo15_HughLaurie(DrHouse)4_1.png,0,2,2,17,,,1.ja,2.075,None,act,0.492,None,None,None,None,None,,['return'],[0.500120613254694],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
43,./img/smoo15_JoachimLoew1_1.png,0,3,3,42,,,1.ja,1.198,None,None,None,None,None,sport,1.374,None,Joachim Lülf,"['lshift', 'j', 'o', 'a', 'c', 'h', 'i', 'm', 'space', 'lshift', 'l', u'\xfc', 'l', 'f', 'return']","[1.216606327961017, 1.766328500462805, 2.1328734632234045, 2.6994494133250555, 2.916070817943364, 3.0991469820064594, 3.282279282556374, 3.515622945003088, 3.699085969663429, 3.8321923191169844, 4.048798326298311, 4.398722397688289, 4.815141582637807, 5.131820342708124, 5.464693036060453]",,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
60,./img/smoo15_LeonardoDiCaprio2_1.png,0,4,4,59,,,1.ja,1.304,None,act,1.307,None,None,None,None,None,Leonardo Decaprio,"['lshift', 'l', 'e', 'o', 'n', 'a', 'r', 'd', 'o', 'space', 'lshift', 'd', 'e', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[0.30028818869050156, 0.7835024164351125, 1.0334868586087396, 1.2332592973252758, 1.6165977310593007, 1.78306006090952, 2.134560765663082, 2.2995131843763374, 2.516209330718084, 2.6826655657496303, 2.8325249679064655, 3.6656969489340554, 4.515423740665938, 5.2650280586203735, 5.581321561992809, 6.2979853095621365, 6.4312863724344425, 6.7311052600853145, 7.014333088899548, 7.797093862132897]",,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
51,./img/smoo15_LeonardoDiCaprio1_1.png,0,5,5,50,,,1.ja,1.52,None,act,0.858,None,None,None,None,None,Leonardo Decaprio,"['lshift', 'l', 'e', 'o', 'n', 'a', 'r', 'd', 'o', 'space', 'lshift', 'd', 'e', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[0.3503843905918984, 0.6168373536684157, 0.8335229142730896, 0.9499714826642958, 1.1999783794326504, 1.3329795130694038, 1.732888475724394, 1.8663544194814676, 2.0996467571394533, 2.399391544626269, 2.549363219758561, 2.9659110374605007, 3.3657324271944162, 3.865485105867265, 4.1820862371941985, 4.615081404323064, 4.815221136062064, 5.015028219010674, 5.215018146521288, 5.481576325414608]",,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
4,./img/smoo15_UrsulavonderLeyen1_1.png,0,6,6,3,,,2.nein,1.899,None,None,None,host,0.725,None,None,None,,['return'],[1.1666708368056788],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
19,./img/smoo15_NicoleKidman7_1.png,0,7,7,18,,,1.ja,2.995,None,act,0.558,None,None,None,None,None,,['return'],[0.7831251792358671],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
31,./img/smoo15_BritneySpears1_1.png,0,8,8,30,,,1.ja,1.114,None,None,None,music,1.907,None,None,None,Britney Spears,"['lshift', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[0.7500973567093752, 0.9167210388650346, 1.2333430208873324, 1.3497152436548276, 1.5832215415266546, 1.7829978296031186, 1.9329470501397736, 2.1827534594513054, 2.3161029600933034, 2.432695237893313, 2.5990956572168216, 2.915691976844755, 3.115815669586482, 3.3322956102547323, 3.4825479678265765, 3.5989878751597644, 3.8321230306519283]",,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
54,./img/smoo15_LisaEdelstein(DrLisaCuddy)6_3.png,0,9,9,53,,,2.nein,2.267,None,None,None,host,0.741,None,None,None,,['return'],[0.5501173733764517],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
49,./img/smoo15_TomCruise5_1.png,0,10,10,48,,,1.ja,3.473,None,act,0.874,None,None,None,None,None,,['return'],[4.865095679030674],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
1,./img/smoo15_Ice-T(OdafinFinTutuola)6_1.png,0,11,11,0,,,2.nein,1.654,None,None,None,music,1.092,None,None,None,,['return'],[0.8501287289864194],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
13,./img/smoo15_GeorgeClooney3_1.png,0,12,12,12,,,1.ja,2.128,None,act,1.858,None,None,None,None,None,George Cluney,"['lshift', 'g', 'e', 'o', 'r', 'g', 'e', 'space', 'lshift', 'c', 'l', 'u', 'n', 'e', 'y', 'backspace', 'backspace', 'backspace', 'n', 'e', 'y', 'return']","[0.7835482879654592, 0.883635796730232, 1.1834582129604314, 1.3666014200280188, 1.7497643871402033, 1.9996660680908462, 2.1329934349178075, 2.299432989392699, 2.566000470904328, 3.6157220018458247, 3.8990604997361515, 4.115533383246657, 4.348840797561024, 4.465397148009288, 4.781914876553856, 5.6648914705256175, 5.84818897273999, 6.048166710613259, 6.931089734335728, 7.031157033965428, 7.330945447522936, 7.5641505330395375]",,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
68,./img/smoo15_AlysonHannigan(Lily)8_3.png,0,13,13,67,,,1.ja,1.411,None,act,0.925,None,None,None,None,None,,['return'],[0.28344692150676565],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
7,./img/smoo15_LisaEdelstein(DrLisaCuddy)2_2.png,0,14,14,6,,,2.nein,3.777,None,None,None,host,0.908,None,None,None,,['return'],[0.3669343895971906],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
14,./img/smoo15_BritneySpears7_1.png,0,15,15,13,,,1.ja,1.208,None,None,None,music,2.941,None,None,None,Britney Spears,"['lshift', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[0.8496998462187548, 0.9832639486348853, 1.316138887445959, 1.466478817938878, 1.6996431644047334, 1.899555142391364, 2.049472284935291, 2.2994429335712994, 2.4827227928899447, 2.6159228100841574, 2.799288638424514, 3.165742178904111, 3.4156964677640644, 3.6822578544570206, 3.7988013737085566, 3.932255769387666, 4.181847256145375]",,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
35,./img/smoo15_KatjaBurkard1_1.png,0,16,16,34,,,1.ja,1.776,None,None,None,host,0.724,None,None,None,,['return'],[0.6167946899367962],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
15,./img/smoo15_LisaEdelstein(DrLisaCuddy)1_1.png,0,17,17,14,,,2.nein,1.901,None,None,None,host,1.207,None,None,None,,['return'],[0.4334400888938035],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
48,./img/smoo15_JoshRadnor(Ted)6_2.png,0,18,18,47,,,1.ja,1.952,None,act,0.575,None,None,None,None,None,,['return'],[1.2333163961529863],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
30,./img/smoo15_KatjaBurkard4_1.png,0,19,19,29,,,1.ja,4.39,None,None,None,host,0.785,None,None,None,,['return'],[0.6836336795831812],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
56,./img/smoo15_MariskaHargitay(Liv)6_5.png,0,20,20,55,,,2.nein,3.155,None,None,None,host,2.324,None,None,None,,['return'],[0.5335429950964681],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
12,./img/smoo15_MariskaHargitay(Liv)8_8.png,0,21,21,11,,,2.nein,2.095,None,None,None,host,1.191,None,None,None,,['return'],[0.4169468679365309],,,2017_Jan_27_1049,59.9933028626,famFaceFilter,001,6,
