num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,key_resp_5.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
,,,,,,space,27.703676509,,,,,,,,,,,,,,,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
18,./greyInner/BastianSchweinsteiger14_1_cut.png,0,0,0,17,,,1.ja,3.523,None,None,None,None,None,sport,2.976,None,Bastian Schweinsteiger,"['lshift', 'b', 'a', 's', 't', 'i', 'a', 'n', 'space', 'lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[3.4156521326308393, 3.582291372956661, 3.7653450378052185, 3.865563133352225, 4.115568185573011, 4.348749503198633, 4.448600951870503, 4.548561464355316, 4.748480243892573, 4.931554117624273, 5.214941357350654, 5.431509048607495, 5.564808123072908, 5.7313950769239455, 5.797921436203978, 5.94786428997395, 6.031409736383466, 6.214514083827453, 6.331392959802997, 6.514444699996147, 6.664182577954307, 6.864231271738845, 6.94732506565515, 7.030920553107535, 9.146719697341723]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
213,./greyInner/notfamousface12_2_cut.png,0,1,1,212,,,2.nein,7.47,None,None,None,music,10.499,None,None,None,,['return'],[2.6825761898940073],,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
128,./greyInner/KatjaBurkard4_1_cut.png,0,2,2,127,,,1.ja,10.181,None,None,None,host,2.651,None,None,None,Katja Burkhard,"['lshift', 'k', 'a', 't', 'j', 'a', 'space', 'lshift', 'b', 'u', 'r', 'k', 'h', 'a', 'r', 'd', 'return']","[10.779314508277821, 10.87915857910366, 11.595620574695658, 11.729041223234162, 12.062077518066872, 12.178840593936002, 12.311998206221233, 12.461657814855243, 12.728676180238836, 12.978381948527385, 13.161689988679882, 13.578146948089852, 13.777971098731086, 13.894809236165202, 14.077938924906448, 14.244519463239158, 16.260432194225814]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
154,./greyInner/NeilPatrickHarris(Barney)2_2_cut.png,0,3,3,153,,,1.ja,3.769,None,act,2.178,None,None,None,None,None,Neil Patrick Harris,"['lshift', 'n', 'e', 'i', 'l', 'space', 'lshift', 'p', 'a', 't', 'r', 'i', 'c', 'k', 'space', 'lshift', 'h', 'a', 'r', 'r', 'i', 's', 'return']","[1.5332681516665616, 1.6667651448733523, 2.266092606082566, 2.3831296245862177, 2.566371584899116, 2.699554538481607, 2.816133809749317, 3.032672951949735, 3.1825943137332615, 3.365947262514055, 3.532370941422414, 3.7155067249063904, 3.8491378024473306, 3.9489048870527768, 4.0990164689560515, 4.215507847622121, 4.681652355248843, 4.848812856441782, 5.09861838604138, 5.165163350324747, 5.93151402063404, 6.081554390283145, 7.1476191530164215]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
101,./greyInner/JimParsons(SheldonCooper)1_1_cut.png,0,4,4,100,,,1.ja,2.999,None,act,1.428,None,None,None,None,None,Jim Parson,"['lshift', 'j', 'i', 'm', 'space', 'lshift', 'p', 'a', 'r', 's', 'o', 'n', 'return']","[4.0157857037229405, 4.315335238100943, 4.482278894773117, 4.6322448444093425, 4.732187714218071, 4.8653709885770695, 5.0154450396976245, 5.181931590685963, 5.531684801733263, 5.748339102488444, 5.848320786183194, 6.014549112557688, 7.19765121456976]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
104,./greyInner/JimParsons(SheldonCooper)8_1_cut.png,0,5,5,103,,,1.ja,3.269,None,act,2.625,None,None,None,None,None,Jim Parson,"['lshift', 'j', 'i', 'm', 'space', 'lshift', 'p', 'a', 'r', 's', 'o', 'n', 'return']","[1.0833269980089426, 1.1831944854770882, 1.3830163906873167, 1.4831472351843331, 1.6162095770218912, 1.832933165374925, 2.149405874882632, 2.316050247623025, 2.5494416734750303, 2.7492440113542216, 2.7992026152219296, 2.999120432431482, 3.6821530864576744]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
28,./greyInner/Beyonce3_2_cut.png,0,6,6,27,,,1.ja,3.243,None,None,None,music,3.093,None,None,None,Beyonce Knowles,"['lshift', 'b', 'e', 'y', 'o', 'n', 'c', 'e', 'space', 'lshift', 'k', 'n', 'w', 'o', 'backspace', 'backspace', 'o', 'w', 'l', 'e', 's', 'return']","[1.1831656156441568, 1.4331790080386781, 1.7164680903342742, 2.0327823365382756, 2.149555356460496, 2.2661314199690423, 2.6160074881927358, 2.7491862716888136, 2.9159134046158215, 3.8321142244549264, 3.9651358277510553, 4.132068257265928, 4.4485015113355075, 4.631827194163179, 5.981063314429775, 6.131252203329495, 6.697594597620082, 7.630584508255197, 7.963782474150776, 8.163356740351901, 8.39654607737566, 10.529510582558032]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
138,./greyInner/LisaEdelstein(DrLisaCuddy)2_2_cut.png,0,7,7,137,,,1.ja,8.724,None,act,4.155,None,None,None,None,None,,['return'],[1.299765416570608],,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
58,./greyInner/ElvisPresley4_10_cut.png,0,8,8,57,,,1.ja,2.219,None,None,None,music,1.434,None,None,None,Elvis Presley,"['lshift', 'e', 'l', 'v', 'i', 's', 'space', 'lshift', 'p', 'r', 'e', 's', 'l', 'e', 'y', 'return']","[1.016932156855546, 1.3168630938002934, 1.5499825016736395, 1.7667141094252656, 1.9331682620459105, 1.98317722773254, 2.1332371647131367, 2.266319715433383, 2.6662111648624887, 2.8994040304210102, 2.9660898153324524, 3.282897414899253, 3.5159680648325775, 3.7158637485040344, 4.0491351720852435, 5.631585970672859]",,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
61,./greyInner/EmilyDeschanel15_1_cut.png,0,9,9,60,,,1.ja,7.916,None,act,1.126,None,None,None,None,None,,['return'],[1.233430239738027],,,2017_Jan_26_1027,60.0309066331,famFaceGrey,001,5,
