num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,37.6324392313,,,,,,,,,,,,,,2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
181,./greyInner/SigmarGabriel1_2_cut.png,0,0,0,180,,,1.ja,8.161,None,None,None,None,None,polit,4.943,None,Gabriel,"['lshift', 'g', 'a', 'b', 'r', 'i', 'e', 'l', 'return']","[4.065424239235654, 5.831546690309551, 6.2814015690037195, 6.4646906773350565, 6.664533045571261, 6.797592346422789, 6.980830129800779, 7.197403149812089, 7.94740507449751]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
156,./greyInner/NicoleKidman14_1_cut.png,0,1,1,155,,,1.ja,19.953,None,dummy,2.594,None,None,None,None,None,Nicole Kidman,"['lshift', 'n', 'i', 'c', 'o', 'l', 'e', 'space', 'lshift', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[2.199654069812823, 2.383011825269932, 2.8163423143450927, 3.132745256291855, 3.6159058597704643, 3.849073199648956, 4.049068901184, 4.482069627432793, 4.765072214209795, 4.981749488033529, 5.181865161648602, 5.448451461991681, 5.59865650518168, 5.78168129000187, 5.84832128907783, 6.94755872857877]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
154,./greyInner/NeilPatrickHarris(Barney)2_2_cut.png,0,2,2,153,,,1.ja,3.129,None,act,2.696,None,None,None,None,None,Neil Patrick Harris,"['lshift', 'n', 'e', 'i', 'l', 'space', 'lshift', 'p', 'a', 't', 't', 'backspace', 'r', 'i', 'c', 'k', 'space', 'lshift', 'h', 'a', 'r', 'r', 'i', 's', 'return']","[6.364728914425541, 6.514742130601007, 6.747950530442722, 6.914458624388317, 7.147613133029154, 7.247755495619458, 7.464046549166596, 7.547616084213587, 7.714174540769818, 7.980796127018948, 8.713776451597369, 9.979425750755581, 10.496324491754422, 10.729745248591826, 11.079690651672536, 11.179576710275796, 11.312885578714486, 11.629319636414039, 12.362442066958465, 12.545566935437819, 12.712271347330898, 12.862234842457838, 13.111927213516537, 13.295366447337983, 14.12831078029285]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
210,./greyInner/WillSmith6_1_cut.png,0,3,3,209,,,1.ja,1.745,None,act,1.527,None,None,None,None,None,Will Smith,"['lshift', 'w', 'i', 'l', 'l', 'space', 'lshift', 's', 'm', 'i', 't', 'h', 'return']","[1.1498736764579007, 1.2663877369286638, 1.4330789968025783, 1.649730928930694, 1.7996174366262494, 2.016290861079142, 2.149358823015973, 2.34930127491225, 2.4493576682043567, 2.6493321981961344, 2.8159795110786945, 2.932527895111889, 4.115576738504387]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
21,./greyInner/BenedictCumberbatch16_1_cut.png,0,4,4,20,,,1.ja,3.344,None,act,7.66,None,None,None,None,None,,['return'],[5.733203588127253],2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
59,./greyInner/ElvisPresley5_2_cut.png,0,5,5,58,,,1.ja,1.915,None,None,None,music,0.833,None,None,None,Elvis Presley,"['lshift', 'e', 'l', 'v', 'i', 's', 'space', 'lshift', 'p', 'r', 'e', 's', 'l', 'e', 'y', 'return']","[1.1165993882068506, 1.2498242120336727, 1.4166447466341197, 1.8998954895632778, 2.09976127480968, 2.333011055395218, 2.4162482613674, 2.5828368713337113, 2.716180384116342, 2.849534482670606, 3.115937937865965, 3.4657989755542076, 3.665685611562367, 4.065552230838875, 4.548768650205602, 5.481842193731609]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
68,./greyInner/EmmaWatson(HermioneGranger)3_1_cut.png,0,6,6,67,,,1.ja,2.825,None,dummy,2.226,None,None,None,None,None,Hermine Granger,"['lshift', 'h', 'e', 'r', 'm', 'i', 'n', 'e', 'space', 'lshift', 'g', 'r', 'a', 'n', 'g', 'e', 'r', 'return']","[11.579011558379534, 11.762294251092499, 11.9452885617211, 12.145982282626392, 12.245448759732426, 12.395103342794755, 12.528747427337294, 12.678657352043047, 12.795221454343846, 12.944935702664225, 13.111816544085741, 13.32826542186558, 13.478496127532708, 13.644774863090788, 13.844898235448454, 13.994577197862782, 14.161422753379156, 15.260649286326952]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
125,./greyInner/KaleyCuoco(Penny)7_1_cut.png,0,7,7,124,,,1.ja,16.403,None,act,4.807,None,None,None,None,None,Penny,"['lshift', 'p', 'e', 'n', 'n', 'y', 'return']","[1.0500793612100097, 1.2165111092863299, 1.483301426320395, 1.8331871641430553, 1.9830457638954613, 2.09963873648303, 2.7161733269349497]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
33,./greyInner/BritneySpears5_1_cut.png,0,8,8,32,,,1.ja,1.961,None,None,None,music,2.177,None,None,None,Britney Spears,"['lshift', 'b', 'r', 'i', 't', 'n', 'e', 'y', 'space', 'lshift', 's', 'p', 'e', 'a', 'r', 's', 'return']","[1.7338005614947178, 1.8838327037465206, 2.1668830868875375, 2.3668341998691176, 2.7332286090422713, 2.9164381636956023, 3.1165047578224403, 3.782877482202821, 4.18286888527291, 4.616000490153056, 5.032300718035913, 5.282242015119664, 5.532129421002537, 5.882073861740537, 6.215382601866622, 6.615276166744479, 6.8651507413887884]",2017_Feb_02_1225,60.0717224368,famFaceGrey,001,9,
