num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,31.1855194693,,,,,,,,,,,,,,2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
72,./greyInner/GuentherJauch3_1_cut.png,0,0,0,71,,,1.ja,9.1,None,None,None,host,3.381,None,None,None,Günther Jauch,"['lshift', 'g', u'\xfc', 'n', 't', 'h', 'e', 'r', 'space', 'lshift', 'j', 'a', 'u', 'v', 'c', 'h', 'backspace', 'backspace', 'backspace', 'c', 'h', 'return']","[3.115864903297279, 3.2326789825374362, 3.5156758379707753, 3.748632933229601, 3.9322729764571704, 4.015494118413244, 4.148831685988625, 4.298746311477771, 4.398456297969915, 4.481791315376995, 4.598688796355873, 4.765161874755449, 4.865066893006315, 4.998365967471273, 5.098437468423526, 5.781385758383294, 5.964605264382044, 6.097964965495521, 6.5644818939636025, 6.631118600159425, 8.363703755740516]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
131,./greyInner/LeonardoDiCaprio1_1_cut.png,0,1,1,130,,,1.ja,2.934,None,act,2.636,None,None,None,None,None,Leonardo DiCaprio,"['lshift', 'l', 'e', 'o', 'n', 'a', 'r', 'd', 'o', 'space', 'lshift', 'd', 'i', 'lshift', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[1.016584114984198, 1.199708029759222, 1.3331822478758113, 1.433171630193101, 1.6161104572629483, 1.699709473251005, 1.916326243223466, 2.0828092656765875, 2.1661792476588744, 2.3494500778042493, 2.432732808736546, 2.5661095109740018, 2.682610833693616, 2.799158989697389, 2.9324628758013205, 3.0825744577045953, 3.2490555555023093, 3.3823555922954256, 3.532243272607502, 3.682208901467675, 4.665138169415513]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
97,./greyInner/JasonSegel(Marshall)14_1_cut.png,0,2,2,96,,,1.ja,7.053,None,act,1.405,None,None,None,None,None,Eric,"['lshift', 'e', 'r', 'i', 'c', 'return']","[13.22835267772507, 13.378261529247993, 13.594951436130032, 13.761474234797333, 13.878020466145244, 15.443855072157021]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
121,./greyInner/KaleyCuoco(Penny)10_1_cut.png,0,3,3,120,,,1.ja,10.78,None,act,1.375,None,None,None,None,None,Penny,"['lshift', 'p', 'e', 'n', 'n', 'y', 'return']","[26.756617366615956, 26.906496706754297, 27.123064398011138, 27.273017195834655, 27.406328459785072, 27.48973533099752, 27.98938007166771]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
187,./greyInner/TaylorSwift2_1_cut.png,0,4,4,186,,,1.ja,2.065,None,None,None,music,1.576,None,None,None,Taylor Swift,"['lshift', 't', 'a', 'y', 'l', 'o', 'r', 'space', 'lshift', 's', 'w', 'i', 'f', 't', 'return']","[0.9667419527745551, 1.166579896780604, 1.3999411696963762, 1.616517842679059, 1.7164154830834377, 1.8826005047085346, 1.9662736199334176, 2.1330241695031873, 2.2160842819475874, 2.349430189697159, 2.582809746840212, 2.6993341654260803, 2.8660391648149925, 3.0658918645131052, 3.349192815517654]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
118,./greyInner/JudithRakers4_3_cut.png,0,5,5,117,,,2.nein,23.979,None,None,None,host,2.927,None,None,None,,['return'],[1.2173680271735066],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
160,./greyInner/NicoleKidman8_2_cut.png,0,6,6,159,,,2.nein,6.309,None,None,None,music,3.46,None,None,None,,['return'],[0.8500298802769066],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
18,./greyInner/BastianSchweinsteiger14_1_cut.png,0,7,7,17,,,1.ja,3.704,None,None,None,None,None,sport,1.213,None,Bastian Schweinsteiger,"['lshift', 'b', 'a', 's', 't', 'i', 'a', 'n', 'space', 'lshift', 's', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[0.8333793646775121, 0.9828003160282606, 1.1333981942239006, 1.3165673384032743, 1.3831812695088956, 1.5998602700096853, 1.6999320917379919, 1.8164398299759341, 1.9495352117328366, 2.0163008698477825, 2.1330886454625215, 2.316299490511483, 2.4494343277065127, 2.5825005188548857, 2.6990470709788497, 2.7493376779220853, 2.9324016076006956, 2.999005273876719, 3.1159341908955867, 3.2158725698418493, 3.3157586623128736, 3.4823462577155624, 3.5825123875638383, 3.7489315756097312, 4.648384684746361]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
210,./greyInner/WillSmith6_1_cut.png,0,8,8,209,,,1.ja,1.457,None,act,2.228,None,None,None,None,None,Will Smith,"['lshift', 'w', 'i', 'l', 'l', 'space', 'lshift', 's', 'm', 'i', 't', 'h', 'return']","[0.7501672044472798, 0.9166515100046126, 1.050060931385815, 1.2498937429768375, 1.3830414112085236, 1.5499526695130044, 1.6164774249136826, 1.7663991074732621, 1.8828147830222406, 3.548935168299977, 3.7988895379253336, 3.8822890312922027, 4.515203335043225]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
25,./greyInner/BenedictCumberbatch6_5_cut.png,0,9,9,24,,,1.ja,1.428,None,act,1.453,None,None,None,None,None,Benedict Cumberbatch,"['lshift', 'n', 'e', 'backspace', 'backspace', 'lshift', 'b', 'e', 'n', 'e', 'd', 'i', 'c', 't', 'space', 'lshift', 'c', 'u', 'm', 'b', 'e', 'r', 'b', 'a', 't', 'c', 'h', 'return']","[0.7169149311889669, 0.9167329870879257, 1.1334463106118164, 2.0164160284030004, 2.115967230815386, 2.26627191982152, 2.4328595152242087, 2.5493245902648596, 2.6493919211302455, 2.7660850678489624, 2.9659627880687367, 3.082589534172712, 3.182663280555971, 3.3824861480939035, 3.5159106459432223, 3.6490570310716066, 3.815609341123036, 3.965733754062967, 4.131982610096202, 4.332144858555694, 4.415451647681493, 4.515340627136084, 4.615306913587119, 4.765403419022277, 4.865209959065851, 4.981815854734577, 5.131826071447904, 6.364659988753829]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
130,./greyInner/KatjaBurkard7_1_cut.png,0,10,10,129,,,2.nein,3.594,None,act,4.142,None,None,None,None,None,,['return'],[0.8000735218406589],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
162,./greyInner/OmarEpps(DrEricForeman)2_2_cut.png,0,11,11,161,,,2.nein,7.584,None,None,None,music,1.435,None,None,None,,['return'],[0.7834672733183652],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
155,./greyInner/NeilPatrickHarris(Barney)3_7_cut.png,0,12,12,154,,,1.ja,2.087,None,act,0.881,None,None,None,None,None,,['return'],[59.67629860517036],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
94,./greyInner/JanHofer7_1_cut.png,0,13,13,93,,,2.nein,1.92,None,None,None,host,1.275,None,None,None,,['return'],[1.3331578689062553],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
48,./greyInner/CristinMilioti(Tracy_Mutter)4_2_cut.png,0,14,14,47,,,2.nein,2.439,None,act,1.062,None,None,None,None,None,,['return'],[1.0998578641906533],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
37,./greyInner/CarenMiosga13_1_cut.png,0,15,15,36,,,2.nein,2.459,None,None,None,None,None,polit,2.244,None,,['return'],[0.9165613719715111],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
84,./greyInner/HughLaurie(DrHouse)8_1_cut.png,0,16,16,83,,,2.nein,2.519,None,None,None,music,1.459,None,None,None,,['return'],[0.7999147377609006],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
120,./greyInner/JudithRakers8_1_cut.png,0,17,17,119,,,2.nein,3.675,None,act,3.34,None,None,None,None,None,,['return'],[0.5667664600546232],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
193,./greyInner/TomCruise5_1_cut.png,0,18,18,192,,,1.ja,1.52,None,act,1.727,None,None,None,None,None,Tom Cruise,"['lshift', 't', 'o', 'm', 'space', 'lshift', 'c', 'r', 'u', 'i', 's', 'e', 'return']","[11.029160776418848, 11.129272695136933, 11.42894572824298, 11.61222169080338, 11.795573035704365, 11.845429632830019, 11.962075625488978, 12.245316912172257, 12.311994677686016, 12.461977628445766, 12.528556915752233, 12.695078431315778, 13.194851803129495]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
100,./greyInner/JasonSegel(Marshall)9_1_cut.png,0,19,19,99,,,1.ja,6.032,None,act,0.646,None,None,None,None,None,Eric,"['lshift', 'e', 'r', 'i', 'c', 'return']","[0.5001881350763142, 0.63353115584232, 1.2000589586136812, 1.2833567660140943, 1.4665509307151297, 1.7996664572001464]",2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
140,./greyInner/LisaEdelstein(DrLisaCuddy)9_1_cut.png,0,20,20,139,,,2.nein,3.665,None,dummy,1.046,None,None,None,None,None,,['return'],[1.2832820252251622],2017_Jan_25_1025,59.9040172481,famFaceGrey,001,2,
