num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,32.9017512074,,,,,,,,,,,,,,2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
132,./greyInner/LeonardoDiCaprio2_1_cut.png,0,0,0,131,,,1.ja,4.344,None,dummy,3.105,None,None,None,None,None,Leonardo  Di Caprio,"['lshift', 'd', 'i', 'space', 'backspace', 'backspace', 'backspace', 'backspace', 'lshift', 'l', 'e', 'o', 'n', 'a', 'r', 'd', 'o', 'space', 'space', 'lshift', 'd', 'i', 'space', 'lshift', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[6.131249133891288, 6.231274411431514, 6.897716103717357, 7.447437794156031, 8.313732119669112, 8.49711714150817, 8.646842937942893, 8.846986519501115, 9.180128774309196, 9.363405372183479, 9.596737272694554, 9.729921036559062, 9.929890434055778, 10.379740501034576, 10.746092246339686, 10.979410032488886, 11.112767659633391, 11.362613043210331, 11.67876128507487, 12.1956282687579, 12.295526517037615, 13.361910532907132, 13.595172503170033, 14.227808052371984, 14.29465046423411, 15.02756887808846, 15.3943498283179, 15.477637717682228, 15.843859225917186, 16.110810574993593, 21.758443275661193]",2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
27,./greyInner/Beyonce11_2_cut.png,0,1,1,26,,,1.ja,23.283,None,None,None,music,2.308,None,None,None,Beyonce knowles,"['lshift', 'b', 'e', 'y', 'o', 'n', 'c', 'e', 'space', 'k', 'n', 'o', 'w', 'l', 'e', 'y', 'backspace', 's', 'return']","[1.949555590057571, 2.0662255500756146, 2.2660996756267195, 2.61613714284249, 3.265840484610635, 3.515462604638742, 3.665561790112406, 3.8322450304613085, 3.915318317363017, 4.098738304326616, 4.265465170886273, 4.481897688837307, 4.731738902261895, 5.131543290032823, 5.448187459261135, 5.698071657334367, 6.1813990669124905, 6.264577569969333, 8.213992657965719]",2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
58,./greyInner/ElvisPresley4_10_cut.png,0,2,2,57,,,1.ja,2.535,None,None,None,music,3.882,None,None,None,Elvis Presley,"['lshift', 'e', 'l', 'i', 'backspace', 'v', 'i', 's', 'space', 'lshift', 'p', 'r', 'e', 's', 'l', 'e', 'y', 'return']","[1.399667735080584, 1.5333333119478993, 2.382892815532614, 2.5827659787410084, 2.8826637779266093, 2.9658509420696646, 3.099334636131971, 3.282408500438578, 3.382273387497662, 3.8322867319857323, 3.9490570964444487, 4.265554347993202, 4.432127560473418, 5.0485691244475674, 5.298369598690442, 5.365028523842739, 5.69823333093791, 6.781008933107842]",2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
142,./greyInner/MariskaHargitay(Liv)14_1_cut.png,0,3,3,141,,,2.nein,9.774,None,None,None,host,4.359,None,None,None,,['return'],[1.3665583282436273],2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
205,./greyInner/Usher7_1_cut.png,0,4,4,204,,,2.nein,6.641,None,None,None,None,None,sport,2.81,None,,['return'],[2.5660587439751907],2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
204,./greyInner/Usher4_1_cut.png,0,5,5,203,,,2.nein,4.525,None,None,None,music,8.357,None,None,None,,['return'],[4.798518120274821],2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
86,./greyInner/Ice-T(OdafinFinTutuola)10_1_cut.png,0,6,6,85,,,1.ja,5.794,None,None,None,music,3.012,None,None,None,,['return'],[5.515316649300985],2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
43,./greyInner/CobieSmulders(Robin)3_4_cut.png,0,7,7,42,,,2.nein,7.806,None,dummy,2.79,None,None,None,None,None,,['return'],[1.5330397973693835],2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
171,./greyInner/SahraWagenknecht12_1_cut.png,0,8,8,170,,,2.nein,4.329,None,None,None,None,None,sport,4.246,None,,['return'],[1.133901030092602],2017_Jan_30_1434,59.9867610837,famFaceGrey,001,7,
