num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,session,participant,
,,,,,,space,61.4069417833,,,,,,,,,,,,,,2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
136,./greyInner/LisaEdelstein(DrLisaCuddy)1_1_cut.png,0,0,0,135,,,2.nein,10.213,None,dummy,7.592,None,None,None,None,None,,['return'],[5.198478495663494],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
38,./greyInner/CarenMiosga2_11_cut.png,0,1,1,37,,,2.nein,12.93,None,None,None,None,None,polit,7.654,None,,['return'],[1.9667740303666505],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
201,./greyInner/Usher1_1_cut.png,0,2,2,200,,,1.ja,4.697,None,None,None,music,4.032,None,None,None,,['return'],[14.211241207131025],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
176,./greyInner/Shakira1_1_cut.png,0,3,3,175,,,1.ja,52.655,None,None,None,music,2.559,None,None,None,Mendy,"['lshift', 'm', 'e', 'n', 'd', 'y', 'return']","[3.6152713074602616, 3.748938953455763, 4.848373072657978, 5.214653621351772, 5.464860441625206, 6.114433921924956, 9.363179928665886]",2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
62,./greyInner/EmilyDeschanel3_1_cut.png,0,4,4,61,,,1.ja,3.231,None,dummy,1.318,None,None,None,None,None,Bones,"['lshift', 'b', 'o', 'n', 'e', 's', 'return']","[3.565573173638313, 3.6823465143365866, 4.14864178664493, 4.831787674570478, 5.048342534790663, 5.281602121740434, 7.763858562198948]",2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
158,./greyInner/NicoleKidman5_1_cut.png,0,5,5,157,,,1.ja,4.522,None,act,1.043,None,None,None,None,None,Nicole Kitman,"['lshift', 'n', 'i', 'c', 'o', 'l', 'e', 'space', 'lshift', 'k', 'i', 't', 'm', 'a', 'n', 'return']","[1.299578083434426, 1.4331825365743498, 1.7830518685036623, 2.1827944779070094, 2.5159241185319843, 2.7325232458288156, 3.399041072469572, 8.213600514011432, 8.929893781470128, 9.096600063962796, 13.311514796911979, 13.711405925565487, 14.211335836027047, 14.611036103009155, 14.810663618012313, 16.493480069069392]",2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
208,./greyInner/WillSmith4_1_cut.png,0,6,6,207,,,1.ja,1.541,None,dummy,2.124,None,None,None,None,None,Will Smith,"['lshift', 'w', 'i', 'l', 'l', 'space', 'lshift', 's', 'm', 'i', 't', 'h', 'return']","[4.3318253657407695, 4.481988913342775, 4.981631729357559, 5.348213486638542, 5.5146798287441925, 5.9313116110297415, 6.197755466743274, 6.314336341890794, 7.0474244741121765, 7.380770959257916, 7.763756234680841, 8.030369460079783, 9.862740626045706]",2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
67,./greyInner/EmmaWatson(HermioneGranger)16_1_cut.png,0,7,7,66,,,2.nein,10.068,None,dummy,1.696,None,None,None,None,None,,['return'],[2.3163103968927317],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
124,./greyInner/KaleyCuoco(Penny)5_2_cut.png,0,8,8,123,,,1.ja,4.115,None,act,1.135,None,None,None,None,None,Big Bang ,"['lshift', 'b', 'i', 'g', 'space', 'lshift', 'b', 'a', 'n', 'g', 'space', 'return']","[8.047236820199942, 8.113903358555945, 8.463651757964726, 8.763555428956352, 8.99653594085703, 9.596263730412375, 9.746419258616697, 10.079604072699567, 11.928945247079355, 12.195519337816222, 14.044621213360642, 22.75764705731399]",2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
120,./greyInner/JudithRakers8_1_cut.png,0,9,9,119,,,2.nein,5.907,None,None,None,None,None,sport,7.19,None,,['return'],[3.015790194585861],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
47,./greyInner/CristinMilioti(Tracy_Mutter)2_1_cut.png,0,10,10,46,,,2.nein,16.372,None,None,None,music,3.844,None,None,None,,['return'],[1.782913293306592],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
98,./greyInner/JasonSegel(Marshall)6_1_cut.png,0,11,11,97,,,1.ja,4.148,None,act,0.952,None,None,None,None,None,How I met your Mother Marschal,"['lshift', 'h', 'o', 'w', 'space', 'lshift', 'i', 'space', 'm', 'e', 't', 'space', 'y', 'o', 'u', 'r', 'backspace', 'r', 'space', 'lshift', 'm', 'o', 't', 'h', 'e', 'r', 'space', 'lshift', 'm', 'a', 'r', 's', 'c', 'h', 'a', 'l', 'return']","[8.780188301879662, 8.913660916116896, 9.29670072344561, 9.67985216079478, 9.796733923753436, 10.64633236041982, 10.796212342109811, 11.295827250619823, 11.612560109397236, 11.84586300109595, 12.112232436796603, 13.211829510165444, 14.328207654932157, 14.677853726822832, 14.96107672927883, 15.444229096877734, 15.994117290431404, 16.893698389159454, 17.076996806034003, 17.39333478965591, 17.560011560763996, 17.843212750457496, 18.159710801262918, 18.40962988553747, 18.592870883522664, 18.842821083061153, 21.891724013381463, 23.824087448647788, 24.04078088406459, 24.857088233586182, 25.206898221971187, 25.40689495005654, 25.706689878012185, 25.82330732161381, 26.1898005447415, 26.5063502404696, 27.339347561028262]",2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
170,./greyInner/RobertSeanLeonard(Wilson)8_1_cut.png,0,12,12,169,,,1.ja,6.242,None,act,6.126,None,None,None,None,None,,['return'],[18.79276977495283],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
187,./greyInner/TaylorSwift2_1_cut.png,0,13,13,186,,,1.ja,3.458,None,None,None,music,1.594,None,None,None,,['return'],[39.600719628695515],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
223,./greyInner/notfamousface8_9_cut.png,0,14,14,222,,,2.nein,4.526,None,dummy,0.914,None,None,None,None,None,,['return'],[1.6657389827105362],2017_Feb_24_1027,60.0285947554,famFaceGrey,001,24,
