num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,key_resp_5.rt,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
178,./greyInner/Shakira3_1_cut.png,0,98,98,177,,,1.ja,2.696,None,,None,None,music,1.163,None,None,None,beyonce,"['b', 'e', 'o', 'backspace', 'y', 'o', 'n', 'c', 'e', 'return']","[0.7834574541795973, 0.9166970339308591, 1.2499926220377802, 1.733165094412243, 1.899521458963136, 1.9498263291879994, 2.1329059675524604, 2.2830943301323714, 2.499738242736157, 2.6494172051509395]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
210,./greyInner/WillSmith6_1_cut.png,0,99,99,209,,,1.ja,1.211,None,,dummy,0.629,None,None,None,None,None,will smith,"['w', 'i', 'l', 'l', 'space', 's', 'm', 'i', 't', 'h', 'return']","[0.5670435415242991, 0.7668413212068117, 0.9832869911772377, 1.1166115778830772, 1.183407476505863, 1.3000116764269478, 1.3833678921355386, 1.583270887972958, 1.7165082222575165, 1.799792903811749, 1.9997273361834687]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
48,./greyInner/CristinMilioti(Tracy_Mutter)4_2_cut.png,0,100,100,47,,,2.nein,5.892,None,,dummy,1.145,None,None,None,None,None,,['return'],[1.1672324173539437],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
57,./greyInner/ElvisPresley2_1_cut.png,0,101,101,56,,,1.ja,1.446,None,,None,None,music,0.979,None,None,None,elvis,"['e', 'l', 'v', 'i', 's', 'return']","[0.5334199228072976, 0.716854986475937, 0.9332618419500704, 1.000062873068373, 1.1835479785668213, 1.283502363514117]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
156,./greyInner/NicoleKidman14_1_cut.png,0,102,102,155,,,1.ja,1.206,None,,act,0.58,None,None,None,None,None,nicole kidman,"['n', 'i', 'c', 'o', 'l', 'e', 'space', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.6835049939179498, 0.83353777773209, 0.9335296940519129, 1.033409337035664, 1.2334707986676676, 1.3333876522426635, 1.4499793417062392, 1.7497837936325595, 1.9828064612984235, 2.116422958678413, 2.232783365069281, 2.3830015602786716, 2.4328368071774094, 2.6161515779856472]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
196,./greyInner/UrsulavonderLeyen1_1_cut.png,0,103,103,195,,,1.ja,5.072,None,,None,None,None,None,polit,1.214,None,hillary,"['h', 'i', 'l', 'l', 'a', 'r', 'y', 'return']","[0.6503089762211403, 0.8169219655405868, 1.0168679460266503, 1.1669219013842849, 1.2169351817160532, 1.4168166852291506, 1.6500138577375765, 1.9166944676833282]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
49,./greyInner/CristinMilioti(Tracy_Mutter)8_1_cut.png,0,104,104,48,,,2.nein,3.453,None,,act,0.937,None,None,None,None,None,,['return'],[1.0165824509717822],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
146,./greyInner/MilaKunis1_3_cut.png,0,105,105,145,,,1.ja,2.193,None,,None,None,music,0.506,None,None,None,,['return'],[1.2165476783156919],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
195,./greyInner/TomCruise7_1_cut.png,0,106,106,194,,,1.ja,1.291,None,,act,0.847,None,None,None,None,None,tom cruise,"['t', 'o', 'm', 'space', 'c', 'r', 'u', 'i', 's', 'e', 'return']","[0.6499330209355776, 0.8666972263995376, 1.0664154524038167, 1.1498470516380621, 1.2500259832579559, 1.4832077582800594, 1.7663819628717192, 1.8328243608762023, 1.9328525254445594, 2.1328318671505713, 2.266233762067941]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
222,./greyInner/notfamousface7_cut.png,0,107,107,221,,,2.nein,5.862,None,,dummy,1.05,None,None,None,None,None,,['return'],[1.033573256106365],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
73,./greyInner/GuentherJauch4_1_cut.png,0,108,108,72,,,1.ja,1.028,None,,None,None,host,1.361,None,None,None,jauch,"['j', 'a', 'u', 'c', 'h', 'return']","[1.1671031426269565, 1.3000309232845666, 1.3834862603098372, 1.483470157105785, 1.5334882491517874, 1.7331381488115767]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
106,./greyInner/JoachimLoew1_1_cut.png,0,109,109,105,,,1.ja,1.504,None,,None,None,None,None,sport,0.905,None,löw,"['l', u'\xf6', 'w', 'return']","[0.56690849274014, 0.7167032570814627, 0.8500679414073602, 0.9832828210246589]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
40,./greyInner/CarenMiosga9_1_cut.png,0,110,110,39,,,2.nein,6.427,None,,None,None,host,2.277,None,None,None,,['return'],[1.1335022993580424],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
47,./greyInner/CristinMilioti(Tracy_Mutter)2_1_cut.png,0,111,111,46,,,2.nein,7.277,None,,None,None,music,1.03,None,None,None,,['return'],[1.1498509010095859],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
21,./greyInner/BenedictCumberbatch16_1_cut.png,0,112,112,20,,,1.ja,1.477,None,,act,0.928,None,None,None,None,None,cumberbatch,"['c', 'u', 'm', 'b', 'e', 'r', 'b', 'a', 't', 'c', 'h', 'return']","[0.6835890385295897, 0.9167499627894813, 1.1329989940309133, 1.3331772199326224, 1.4165597396797693, 1.5663400688781621, 1.6997971381206298, 1.783055194855251, 1.9995120921591933, 2.2328863357574846, 2.299499389233006, 2.5160255752243756]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
26,./greyInner/Beyonce1_1_cut.png,0,113,113,25,,,1.ja,1.394,None,,None,None,music,0.629,None,None,None,beyonce,"['b', 'e', 'y', 'y', 'backspace', 'o', 'n', 'c', 'e', 'return']","[0.7668429251116322, 1.2667967326533471, 1.5832885309257563, 2.216552810810981, 2.732993797379322, 2.9495770823816656, 3.2159183060712166, 3.315777098292301, 3.54905157901203, 3.732581914626053]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
89,./greyInner/Ice-T(OdafinFinTutuola)6_1_cut.png,0,114,114,88,,,1.ja,3.694,None,,act,1.087,None,None,None,None,None,,['return'],[4.332285769643477],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
136,./greyInner/LisaEdelstein(DrLisaCuddy)1_1_cut.png,0,115,115,135,,,1.ja,2.279,None,,act,2.28,None,None,None,None,None,lisa cuddie,"['l', 'i', 's', 'a', 'space', 'c', 'u', 'd', 'd', 'i', 'e', 'return']","[0.6669636029089361, 0.9001078465587398, 1.099969140871508, 1.2498482706055256, 1.3498828507931648, 1.616494172051489, 1.7497879637851383, 1.8997703849884147, 2.049704047485875, 2.082870232553205, 2.266363357575756, 2.4161465738027346]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
7,./greyInner/AngelaMerkel3_1_cut.png,0,116,116,6,,,1.ja,1.453,None,,None,None,None,None,polit,1.403,None,merkel,"['m', 'e', 'r', 'k', 'e', 'l', 'return']","[0.7167587521876158, 0.8334367317295346, 1.0500331687512698, 1.1500408033382428, 1.2332911613295892, 1.3498196569439642, 1.7498736123015988]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
107,./greyInner/JoachimLoew12_1_cut.png,0,117,117,106,,,1.ja,7.645,None,,act,0.897,None,None,None,None,None,,['return'],[1.1170561802941847],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
119,./greyInner/JudithRakers7_1_cut.png,0,118,118,118,,,1.ja,5.776,None,,act,0.713,None,None,None,None,None,,['return'],[0.9331508517375369],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
194,./greyInner/TomCruise6_1_cut.png,0,119,119,193,,,1.ja,1.467,None,,act,0.712,None,None,None,None,None,cruise,"['c', 'r', 'u', 'i', 's', 'e', 'return']","[0.7339766702421002, 0.9672505093999462, 1.1838373229929857, 1.2069438171392903, 1.2838282769698708, 1.4670545122330623, 1.6170536140466538]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
44,./greyInner/CobieSmulders(Robin)4_7_cut.png,0,120,120,43,,,1.ja,9.261,None,,act,0.88,None,None,None,None,None,,['return'],[0.6667833240094296],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
193,./greyInner/TomCruise5_1_cut.png,0,121,121,192,,,1.ja,1.761,None,,act,0.694,None,None,None,None,None,cruise,"['c', 'r', 'i', 'u', 's', 'e', 'backspace', 'backspace', 'backspace', 'backspace', 'u', 'i', 's', 'e', 'return']","[0.6001667419432124, 0.8668896949757254, 1.1998821450752075, 1.2666045848582144, 1.3829011558377715, 1.549852248289426, 2.1328273762169374, 2.2660438597390566, 2.416011845799403, 2.5660253827559245, 3.0159232460978274, 3.0490201424781844, 3.165837340956841, 3.382279803117399, 3.6155677566375743]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
199,./greyInner/UrsulavonderLeyen7_1_cut.png,0,122,122,198,,,2.nein,1.83,None,,None,None,host,3.146,None,None,None,,['return'],[1.199717905223224],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
211,./greyInner/notfamousface10_4_cut.png,0,123,123,210,,,1.ja,3.58,None,,None,None,None,None,polit,1.099,None,,['return'],[1.0665498596263205],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
112,./greyInner/JoshRadnor(Ted)3_1_cut.png,0,124,124,111,,,1.ja,2.68,None,,act,0.766,None,None,None,None,None,,['return'],[0.8002718297857427],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
135,./greyInner/LeonardoDiCaprio7_1_cut.png,0,125,125,134,,,1.ja,1.519,None,,act,0.67,None,None,None,None,None,dicaprio,"['d', 'i', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[0.9000664658151436, 1.116627616931055, 1.2664332878252935, 1.4829511335119605, 1.5662714217528446, 2.0495574505871446, 2.1495756709455236, 2.1995478913145234, 2.6160864594507984]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
71,./greyInner/GuentherJauch2_1_cut.png,0,126,126,70,,,1.ja,1.445,None,,None,None,host,1.562,None,None,None,jauch,"['j', 'a', 'u', 'c', 'h', 'return']","[0.6835790943200664, 0.8337023383651285, 0.9345558723448448, 1.066815466261687, 1.1334541822138817, 1.333485169654523]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
14,./greyInner/BarackObama4_1_cut.png,0,127,127,13,,,1.ja,2.13,None,,None,None,None,None,polit,0.729,None,obama,"['o', 'a', 'b', 'backspace', 'backspace', 'b', 'a', 'm', 'a', 'return']","[0.6668250255343082, 0.8665429307575323, 0.9333747568480248, 1.3998412775808902, 1.5498830432620707, 1.7663803589666713, 1.9163502697128934, 2.0162796337453983, 2.1662957369494507, 2.5825738309458757]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
25,./greyInner/BenedictCumberbatch6_5_cut.png,0,128,128,24,,,1.ja,1.288,None,,act,0.575,None,None,None,None,None,cumberbatch,"['c', 'u', 'm', 'b', 'e', 'r', 'b', 'a', 'c', 'backspace', 't', 'c', 'h', 'return']","[0.39987303489624537, 0.5671888552997189, 0.7504795675363312, 0.9338187176977044, 1.0004869454983236, 1.1500132161759211, 1.3502264072021717, 1.4335944918061614, 1.6167222473145557, 1.8999840251085516, 1.9832545923004545, 2.2332353454426084, 2.2575986593924426, 2.466467803856631]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
139,./greyInner/LisaEdelstein(DrLisaCuddy)6_3_cut.png,0,129,129,138,,,1.ja,1.458,None,,act,0.841,None,None,None,None,None,lisa cuddie,"['l', 'i', 's', 'a', 'space', 'c', 'u', 'd', 'd', 'i', 'e', 'return']","[0.7666209446870198, 0.9833357498832811, 1.1162891930175647, 1.2500259832577285, 1.3499194198225268, 1.4998841980732323, 1.5662694970665143, 1.716415516559664, 1.8496169233767432, 1.91607824745779, 2.049613587254953, 2.132921365038328]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
218,./greyInner/notfamousface3_3_cut.png,0,130,130,217,,,2.nein,4.114,None,,act,1.541,None,None,None,None,None,,['return'],[1.1166532794081832],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
65,./greyInner/EmilyDeschanel8_3_cut.png,0,131,131,64,,,2.nein,3.754,None,,None,None,music,3.64,None,None,None,,['return'],[1.11696507850138],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
201,./greyInner/Usher1_1_cut.png,0,132,132,200,,,1.ja,2.729,None,,act,1.169,None,None,None,None,None,,['return'],[2.5658996366191786],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
124,./greyInner/KaleyCuoco(Penny)5_2_cut.png,0,133,133,123,,,1.ja,2.451,None,,act,1.151,None,None,None,None,None,penny,"['p', 'e', 'n', 'n', 'y', 'return']","[0.6168354829933378, 0.8666965848374275, 1.0334997972663587, 1.1499144156396142, 1.2832284165738201, 1.4331319256607458]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
100,./greyInner/JasonSegel(Marshall)9_1_cut.png,0,134,134,99,,,1.ja,12.158,None,,act,0.68,None,None,None,None,None,,['return'],[1.167176922248018],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
50,./greyInner/CristinMilioti(Tracy_Mutter)9_1_cut.png,0,135,135,49,,,1.ja,2.885,None,,act,0.902,None,None,None,None,None,willow,"['w', 'i', 'l', 'l', 'o', 'w', 'return']","[0.866683112037208, 1.0666409614186705, 1.2997810349161227, 1.4330629577543732, 1.5997218187508224, 1.749573682103346, 2.1662543562051724]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
78,./greyInner/GeorgeClooney16_1_cut.png,0,136,136,77,,,2.nein,5.823,None,,act,0.908,None,None,None,None,None,,['return'],[1.133930541940117],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
13,./greyInner/BarackObama2_1_cut.png,0,137,137,12,,,1.ja,1.045,None,,None,None,None,None,polit,0.647,None,obama,"['o', 'b', 'a', 'm', 'a', 'return']","[0.6667907019714221, 0.9001399246549227, 1.016723273813568, 1.1167633072773242, 1.2165775109451715, 1.3499255146612086]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
221,./greyInner/notfamousface6_8_cut.png,0,138,138,220,,,1.ja,7.166,None,,dummy,0.927,None,None,None,None,None,,['return'],[0.7167529781304438],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
8,./greyInner/AngelaMerkel4_1_cut.png,0,139,139,7,,,1.ja,0.944,None,,None,None,None,None,polit,0.959,None,merkel,"['m', 'e', 'r', 'k', 'e', 'l', 'return']","[0.6167594579055731, 0.7668679460266503, 0.9165985541758346, 1.0166238317156058, 1.1165618568338687, 1.266474668569117, 1.5165587131805296]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
90,./greyInner/Ice-T(OdafinFinTutuola)7_1_cut.png,0,140,140,89,,,1.ja,1.876,None,,dummy,1.327,None,None,None,None,None,,['return'],[1.1832506146160995],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
55,./greyInner/DannFlorek(DonaldDonCragen)8_1_cut.png,0,141,141,54,,,1.ja,2.798,None,,None,None,None,None,polit,1.98,None,,['return'],[1.067012104990681],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
125,./greyInner/KaleyCuoco(Penny)7_1_cut.png,0,142,142,124,,,1.ja,4.074,None,,act,0.794,None,None,None,None,None,penny,"['p', 'e', 'n', 'n', 'y', 'return']","[0.8666824704750979, 1.1499147364206692, 1.2996793473516846, 1.416510660192671, 1.5497393333912441, 1.9163971037328338]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
123,./greyInner/KaleyCuoco(Penny)3_1_cut.png,0,143,143,122,,,1.ja,1.563,None,,act,0.83,None,None,None,None,None,penny,"['p', 'e', 'n', 'n', 'y', 'return']","[0.766900986465771, 0.9834117749710458, 1.1333804025930476, 1.249993905161773, 1.4499677935918953, 1.5831281404457513]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
154,./greyInner/NeilPatrickHarris(Barney)2_2_cut.png,0,144,144,153,,,2.nein,4.229,None,,dummy,1.48,None,None,None,None,None,,['return'],[1.1002138967446626],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
52,./greyInner/DannFlorek(DonaldDonCragen)10_1_cut.png,0,145,145,51,,,2.nein,3.668,None,,None,None,None,None,polit,0.803,None,,['return'],[0.650579394570741],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
66,./greyInner/EmmaWatson(HermioneGranger)11_2_cut.png,0,146,146,65,,,1.ja,1.251,None,,dummy,0.678,None,None,None,None,None,emma watson,"['e', 'm', 'm', 'a', 'space', 'w', 'a', 't', 's', 'o', 'm', 'backspace', 'n', 'return']","[0.8168096922045152, 0.9499094114567015, 1.0999550265096332, 1.2333566006459478, 1.3497811632287267, 1.466505656010213, 1.6165320242048438, 1.8496589456831316, 2.0328867848511436, 2.5160983925024993, 2.682771688642333, 3.0825500931550778, 3.315781589225935, 3.549028162002287]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
33,./greyInner/BritneySpears5_1_cut.png,0,147,147,32,,,1.ja,1.303,None,,None,None,music,0.645,None,None,None,britney,"['b', 'r', 'i', 't', 'n', 'e', 'y', 'return']","[0.7681581270494462, 0.9331409075275587, 1.2997127085714055, 1.782923995442161, 1.882951518448408, 2.066207586341079, 2.2660310285004925, 2.4162206742043963]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
155,./greyInner/NeilPatrickHarris(Barney)3_7_cut.png,0,148,148,154,,,1.ja,3.484,None,,act,0.551,None,None,None,None,None,,['return'],[0.6005311491144312],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
15,./greyInner/BarackObama5_2_cut.png,0,149,149,14,,,1.ja,1.513,None,,None,None,None,None,polit,0.812,None,obama,"['o', 'b', 'a', 'm', 'a', 'return']","[0.6504308729863624, 0.9167926266572977, 1.033700606147704, 1.1336444053235937, 1.2669086852088185, 1.3668964313760625]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
141,./greyInner/MariskaHargitay(Liv)13_1_cut.png,0,150,150,140,,,1.ja,4.244,None,,None,None,music,0.546,None,None,None,,['return'],[0.7999452747681062],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
189,./greyInner/TaylorSwift7_1_cut.png,0,151,151,188,,,1.ja,1.252,None,,None,None,music,0.747,None,None,None,tayor swift,"['t', 'a', 'y', 'o', 'r', 'space', 's', 'i', 'backspace', 'w', 'i', 'f', 't', 'return']","[0.7501947140426637, 1.1165631399576341, 1.3499608005663504, 1.44995047141947, 1.7498226081288522, 1.866422637897358, 2.0662675723806387, 2.2662882948307015, 2.5660741414617405, 2.64947205869521, 2.7325886510261626, 2.9494340140731765, 3.1324231922067156, 3.282398877009655]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
64,./greyInner/EmilyDeschanel6_12_cut.png,0,152,152,63,,,1.ja,3.743,None,,act,0.423,None,None,None,None,None,,['return'],[0.533684567099499],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
37,./greyInner/CarenMiosga13_1_cut.png,0,153,153,36,,,2.nein,2.522,None,,None,None,host,1.76,None,None,None,,['return'],[0.9333115629988242],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
82,./greyInner/HughLaurie(DrHouse)4_1_cut.png,0,154,154,81,,,1.ja,1.176,None,,act,0.642,None,None,None,None,None,hugh laurie,"['h', 'u', 'g', 'h', 'space', 'l', 'a', 'u', 'r', 'i', 'e', 'return']","[0.6668198930387916, 0.7667104425754587, 0.933124547699208, 0.9999611855041621, 1.1507128394505344, 1.3330771362730047, 1.4663510395871526, 1.6494213753035183, 1.8162775165910716, 1.8996228257469738, 2.032833214430866, 2.5328004947728004]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
12,./greyInner/BarackObama11_2_cut.png,0,155,155,11,,,1.ja,1.325,None,,None,None,None,None,polit,0.621,None,obama,"['o', 'b', 'a', 'm', 'a', 'return']","[1.0999457238613104, 1.3166557173431102, 1.4161507439553134, 1.5333082910328812, 1.6333621180783666, 1.7500012831237655]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
203,./greyInner/Usher2_1_cut.png,0,156,156,202,,,1.ja,2.278,None,,None,None,music,0.595,None,None,None,,['return'],[0.7338182044477435],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
121,./greyInner/KaleyCuoco(Penny)10_1_cut.png,0,157,157,120,,,1.ja,1.301,None,,act,0.442,None,None,None,None,None,penny,"['p', 'e', 'n', 'n', 'y', 'return']","[0.5169141384853901, 0.7667970534344022, 0.9166598233396144, 1.0667436113267286, 1.1832833342746198, 1.3333003998213826]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
86,./greyInner/Ice-T(OdafinFinTutuola)10_1_cut.png,0,158,158,85,,,1.ja,1.397,None,,act,0.464,None,None,None,None,None,,['return'],[0.6000766024935729],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
80,./greyInner/GeorgeClooney4_2_cut.png,0,159,159,79,,,1.ja,1.334,None,,dummy,0.418,None,None,None,None,None,clooney,"['c', 'l', 'l', 'o', 'n', 'backspace', 'backspace', 'backspace', 'p', 'backspace', 'o', 'o', 'n', 'e', 'y', 'return']","[0.7334550804002902, 0.8834172924034647, 1.0165513352185371, 1.183261521168788, 1.333200316161765, 1.7829913594441678, 1.949663051679181, 2.066286819238485, 2.2163074133763985, 2.682767839270582, 2.8659950368769387, 2.999165327940773, 3.1825208379309515, 3.2490716599004372, 3.7989251913136286, 4.115518356369648]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
62,./greyInner/EmilyDeschanel3_1_cut.png,0,160,160,61,,,2.nein,3.571,None,,None,None,music,0.561,None,None,None,,['return'],[1.0168207912256548],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
30,./greyInner/Beyonce8_3_cut.png,0,161,161,29,,,1.ja,1.846,None,,None,None,music,0.747,None,None,None,beyonce,"['b', 'e', 'y', 'o', 'n', 'c', 'e', 'return']","[0.7500792328974057, 0.9501891324543976, 1.2500519665159118, 1.4165825151280842, 1.599963366814336, 1.7499688842472096, 1.9665476783161466, 2.283176770839418]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
20,./greyInner/BastianSchweinsteiger6_2_cut.png,0,162,162,19,,,1.ja,1.505,None,,None,None,None,None,sport,0.589,None,schweinsteiger,"['s', 'c', 'h', 'w', 'e', 'i', 'n', 's', 't', 'e', 'i', 'g', 'e', 'r', 'return']","[0.5667586880317685, 0.7834074123497885, 0.8501070766847079, 1.0332608154508307, 1.1833648126385015, 1.2667498986334067, 1.3832196913317603, 1.4664405374751368, 1.7165374133251134, 1.8996067866987687, 1.9996618968675648, 2.116277644903221, 2.282577552005023, 2.3160157593270014, 2.4496239164018334]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
31,./greyInner/BritneySpears1_1_cut.png,0,163,163,30,,,1.ja,1.459,None,,None,None,music,0.943,None,None,None,britney,"['b', 'r', 'i', 't', 'n', 'e', 'y', 'return']","[0.6835470162236561, 0.883360193392491, 1.0499747866165308, 1.216701332395587, 1.3496271883677764, 1.4830037415890729, 1.949708923356411, 2.166228372947444]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
17,./greyInner/BastianSchweinsteiger12_1_cut.png,0,164,164,16,,,1.ja,3.092,None,,None,None,None,None,sport,0.947,None,schweini,"['s', 'c', 'h', 'w', 'e', 'i', 'n', 'i', 'return']","[0.6167594579055731, 0.8000437545229033, 0.866746947448064, 1.0332608154508307, 1.1999921729443486, 1.2998483989181295, 1.3329061600206842, 1.4831095993058625, 1.7331490553642652]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
158,./greyInner/NicoleKidman5_1_cut.png,0,165,165,157,,,1.ja,1.3,None,,act,1.01,None,None,None,None,None,nicole kidman,"['n', 'i', 'c', 'o', 'l', 'e', 'space', 'k', 'i', 'd', 'm', 'a', 'n', 'return']","[0.6332889800191879, 0.7502591910160845, 0.8332939842021005, 0.9667581106255057, 1.1166388442643438, 1.1834033063532843, 1.3165206685584963, 1.699760248309758, 1.8829868043540046, 1.9664912208663736, 2.099601525890648, 2.216229463602758, 2.2493950071084328, 2.466216953145249]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
91,./greyInner/JanHofer1_3_cut.png,0,166,166,90,,,2.nein,4.454,None,,None,None,None,None,polit,2.347,None,,['return'],[1.0666784927916524],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
132,./greyInner/LeonardoDiCaprio2_1_cut.png,0,167,167,131,,,1.ja,1.196,None,,act,0.66,None,None,None,None,None,dicaprio,"['d', 'i', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[0.6001484574285314, 0.7666302473348878, 0.9999983960951795, 1.183154059547178, 1.2832977052612478, 1.4663956281401624, 1.583065588158206, 1.6495910684316186, 1.8663029865988392]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
169,./greyInner/RobertSeanLeonard(Wilson)2_6_cut.png,0,168,168,168,,,1.ja,1.286,None,,act,0.702,None,None,None,None,None,wilson,"['w', 'i', 'l', 's', 'o', 'n', 'return']","[0.5336874541285397, 0.6500934114155825, 0.8336664108974219, 0.9169761133666725, 1.0001773918711478, 1.1335003746721668, 1.6999062036470605]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
175,./greyInner/SahraWagenknecht9_1_cut.png,0,169,169,174,,,1.ja,2.252,None,,None,None,None,None,polit,0.793,None,wagenknecht,"['w', 'a', 'g', 'e', 'n', 'k', 'n', 'e', 'c', 'h', 't', 'return']","[0.550067492314156, 0.7334140204375217, 0.850030410034833, 0.9996618968675648, 1.0831967875710689, 1.2830596857884302, 1.466354888958449, 1.5830357555287264, 1.7829111642040516, 1.816329803887129, 1.9995265273023506, 2.0829051976779738]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
150,./greyInner/MilaKunis7_3_cut.png,0,170,170,149,,,1.ja,4.185,None,,None,None,music,2.209,None,None,None,,['return'],[1.083252282677222],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
191,./greyInner/TomCruise1_1_cut.png,0,171,171,190,,,1.ja,2.047,None,,dummy,0.547,None,None,None,None,None,cruise,"['c', 'r', 'u', 'i', 's', 'e', 'return']","[0.6670072291194629, 0.9002143458378669, 1.1001699497528534, 1.1231984941255178, 1.2499522036368944, 1.4000481813000079, 1.566578088350525]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
76,./greyInner/GeorgeClooney11_1_cut.png,0,172,172,75,,,1.ja,1.129,None,,act,0.763,None,None,None,None,None,clooney,"['c', 'l', 'o', 'o', 'n', 'e', 'y', 'return']","[0.5673842109044926, 0.7674568998700124, 0.9505872216263924, 1.10011349230399, 1.2502736261594691, 1.3336272756200742, 1.8334627149874905, 2.0662643645714525]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
