num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,29.469722763,,,,,,,,,,,,,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.89653950147,,,,,,,,,,,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
1,./stim/pract.L.jpg,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,14.363,,,,,,,,,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
3,./stim/pract.R.jpg,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,2,5.933,,,,,,,,,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
2,./stim/pract.M.jpg,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,4.484,,,,,,,,,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,48.7969443528,,,,,,,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,4.967,3,4.201,3,4.401,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,1,1,2,,,,,,,,,,,,,,,,,3,7.283,1,5.784,1,5.633,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,2,2,3,,,,,,,,,,,,,,,,,2,5.751,2,5.334,1,2.901,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,3,3,1,,,,,,,,,,,,,,,,,2,3.351,3,8.899,3,2.918,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,4,4,5,,,,,,,,,,,,,,,,,1,6.233,3,3.351,1,5.917,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,5,5,4,,,,,,,,,,,,,,,,,3,3.768,1,2.452,3,3.151,,,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.29707795593,,,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.5227418899,,,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
5,./stim/Novel30RHSA049_T3.jpg,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,3,7.3,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
4,./stim/Novel30RHSA040_T3.jpg,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,2,21.094,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
14,./stim/Novel60RA011_T1.jpg,,,,,,,,,,,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,1,7.916,,,,,2017_Jan_25_1206,59.8294038055,Cambridge_final3,001,3,
