num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,24.2552851871,,,,,,,,,,,,,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.38110061231,,,,,,,,,,,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
3,./stim/pract.R.jpg,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,2,11.563,,,,,,,,,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
1,./stim/pract.L.jpg,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,6.134,,,,,,,,,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
2,./stim/pract.M.jpg,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,5.851,,,,,,,,,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.9584020874,,,,,,,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,0,0,1,,,,,,,,,,,,,,,,,2,4.501,3,8.166,3,4.001,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,1,1,5,,,,,,,,,,,,,,,,,1,4.201,3,3.818,1,3.634,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,3.051,3,2.818,3,2.251,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,3,3,3,,,,,,,,,,,,,,,,,2,3.502,2,3.451,1,3.551,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,4,4,4,,,,,,,,,,,,,,,,,3,7.866,1,2.002,3,3.734,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,5,5,2,,,,,,,,,,,,,,,,,3,2.802,1,2.685,1,2.368,,,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.9822858338,,,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.9460802491,,,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
16,./stim/Novel60RA040_T3.jpg,,,,,,,,,,,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,3,15.03,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
26,./stim/NovelHLFA011_T3.jpg,,,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,1,8.266,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
8,./stim/Novel60LA011_T3.jpg,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,3,3.084,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
15,./stim/Novel60RA022_T2.jpg,,,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,3,4.967,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
21,./stim/NovelFBLA022_T3.jpg,,,,,,,,,,,,,,,0,4,4,20,,,,,,,,,,,,,,,,,,,,,,,3,5.317,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
18,./stim/Novel60RA076_T2.jpg,,,,,,,,,,,,,,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,,,2,2.552,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
10,./stim/Novel60LA040_T2.jpg,,,,,,,,,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,2,2.635,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
12,./stim/Novel60LA076_T1.jpg,,,,,,,,,,,,,,,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,1,3.984,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
29,./stim/NovelHLFA049_T3.jpg,,,,,,,,,,,,,,,0,8,8,28,,,,,,,,,,,,,,,,,,,,,,,3,2.901,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
1,./stim/Novel30RHSA004_T3.jpg,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,3,6.65,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
14,./stim/Novel60RA011_T1.jpg,,,,,,,,,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,2,5.151,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
20,./stim/NovelFBLA011_T1.jpg,,,,,,,,,,,,,,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,1,7.466,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
19,./stim/NovelFBLA004_T3.jpg,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,3,8.949,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
3,./stim/Novel30RHSA022_T1.jpg,,,,,,,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,1,4.501,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
5,./stim/Novel30RHSA049_T3.jpg,,,,,,,,,,,,,,,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,3,5.234,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
13,./stim/Novel60RA004_T2.jpg,,,,,,,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,2,2.685,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
28,./stim/NovelHLFA040_T1.jpg,,,,,,,,,,,,,,,0,16,16,27,,,,,,,,,,,,,,,,,,,,,,,2,6.433,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
2,./stim/Novel30RHSA011_T2.jpg,,,,,,,,,,,,,,,0,17,17,1,,,,,,,,,,,,,,,,,,,,,,,2,2.885,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
11,./stim/Novel60LA049_T1.jpg,,,,,,,,,,,,,,,0,18,18,10,,,,,,,,,,,,,,,,,,,,,,,1,2.469,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
9,./stim/Novel60LA022_T2.jpg,,,,,,,,,,,,,,,0,19,19,8,,,,,,,,,,,,,,,,,,,,,,,2,8.216,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
17,./stim/Novel60RA049_T2.jpg,,,,,,,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,,,,,,,,,2,2.935,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
6,./stim/Novel30RHSA076_T2.jpg,,,,,,,,,,,,,,,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,3,8.316,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
22,./stim/NovelFBLA040_T2.jpg,,,,,,,,,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,3,7.033,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
30,./stim/NovelHLFA076_T3.jpg,,,,,,,,,,,,,,,0,23,23,29,,,,,,,,,,,,,,,,,,,,,,,3,6.583,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
25,./stim/NovelHLFA004_T3.jpg,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,3,3.184,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
27,./stim/NovelHLFA022_T3.jpg,,,,,,,,,,,,,,,0,25,25,26,,,,,,,,,,,,,,,,,,,,,,,2,4.051,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
7,./stim/Novel60LA004_T1.jpg,,,,,,,,,,,,,,,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,1,10.665,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
23,./stim/NovelFBLA049_T2.jpg,,,,,,,,,,,,,,,0,27,27,22,,,,,,,,,,,,,,,,,,,,,,,2,4.534,,,,,2017_Feb_28_1158,60.0135528484,Cambridge_final3,001,26,
