num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,21.7727645848,,,,,,,,,,,,,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.0136307311,,,,,,,,,,,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
1,./stim/pract.L.jpg,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,12.098,,,,,,,,,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
3,./stim/pract.R.jpg,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,2,3.534,,,,,,,,,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
2,./stim/pract.M.jpg,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,1.869,,,,,,,,,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.0751071151,,,,,,,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,0,0,4,,,,,,,,,,,,,,,,,3,5.234,1,2.968,3,3.401,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,1,1,3,,,,,,,,,,,,,,,,,2,3.468,2,5.5,1,3.601,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,2,2,2,,,,,,,,,,,,,,,,,3,5.101,1,5.45,1,2.368,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,3,3,5,,,,,,,,,,,,,,,,,1,3.351,3,3.102,1,3.069,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,4,4,1,,,,,,,,,,,,,,,,,2,3.251,3,5.101,3,2.935,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,5,5,0,,,,,,,,,,,,,,,,,1,2.868,3,2.552,3,2.335,,,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.46523190014,,,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.362967575,,,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
11,./stim/Novel60LA049_T1.jpg,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,1,5.9,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
29,./stim/NovelHLFA049_T3.jpg,,,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,3,2.902,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
4,./stim/Novel30RHSA040_T3.jpg,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,2,11.515,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
28,./stim/NovelHLFA040_T1.jpg,,,,,,,,,,,,,,,0,3,3,27,,,,,,,,,,,,,,,,,,,,,,,1,3.234,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
17,./stim/Novel60RA049_T2.jpg,,,,,,,,,,,,,,,0,4,4,16,,,,,,,,,,,,,,,,,,,,,,,2,3.551,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
24,./stim/NovelFBLA076_T2.jpg,,,,,,,,,,,,,,,0,5,5,23,,,,,,,,,,,,,,,,,,,,,,,2,6.6,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
25,./stim/NovelHLFA004_T3.jpg,,,,,,,,,,,,,,,0,6,6,24,,,,,,,,,,,,,,,,,,,,,,,3,3.735,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
14,./stim/Novel60RA011_T1.jpg,,,,,,,,,,,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,1,3.652,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
15,./stim/Novel60RA022_T2.jpg,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,2,5.0,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
1,./stim/Novel30RHSA004_T3.jpg,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,3,3.068,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
10,./stim/Novel60LA040_T2.jpg,,,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,2,4.251,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
5,./stim/Novel30RHSA049_T3.jpg,,,,,,,,,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,3,3.585,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
9,./stim/Novel60LA022_T2.jpg,,,,,,,,,,,,,,,0,12,12,8,,,,,,,,,,,,,,,,,,,,,,,2,6.083,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
30,./stim/NovelHLFA076_T3.jpg,,,,,,,,,,,,,,,0,13,13,29,,,,,,,,,,,,,,,,,,,,,,,3,3.185,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
21,./stim/NovelFBLA022_T3.jpg,,,,,,,,,,,,,,,0,14,14,20,,,,,,,,,,,,,,,,,,,,,,,3,2.951,,,,,2017_Jan_25_1014,60.0246649723,Cambridge_final3,001,2,
