num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,20.7721768709,,,,,,,,,,,,,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.19791062529,,,,,,,,,,,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
1,./stim/pract.L.jpg,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,10.465,,,,,,,,,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
2,./stim/pract.M.jpg,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2,7.416,,,,,,,,,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
3,./stim/pract.R.jpg,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,2,3.401,,,,,,,,,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,16.3604930018,,,,,,,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,0,0,4,,,,,,,,,,,,,,,,,3,6.6,1,4.284,3,4.303,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2,2.901,3,3.335,3,2.934,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,2,2,5,,,,,,,,,,,,,,,,,1,4.951,3,9.233,1,3.368,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,3,3,0,,,,,,,,,,,,,,,,,1,3.551,3,3.051,3,2.552,,,,,,,,,,,2017_Feb_02_1211,60.0395591104,Cambridge_final3,001,9,
