num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,20.8481981092,,,,,,,,,,,,,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.44917514384,,,,,,,,,,,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
3,./stim/pract.R.jpg,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,2,12.833,,,,,,,,,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
1,./stim/pract.L.jpg,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,5.951,,,,,,,,,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
2,./stim/pract.M.jpg,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,9.325,,,,,,,,,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,34.2656082392,,,,,,,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,0,0,1,,,,,,,,,,,,,,,,,2,7.086,3,6.0,3,4.53,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,1,1,4,,,,,,,,,,,,,,,,,3,3.327,1,3.027,3,3.244,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,2,2,5,,,,,,,,,,,,,,,,,1,4.613,3,7.571,1,3.795,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,3,3,2,,,,,,,,,,,,,,,,,3,11.029,1,3.879,1,3.528,,,,,,,,,,,2017_Feb_01_1610,59.8495980772,Cambridge_final3,001,8,
