num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,31.3840483268,,,,,,,,,,,,,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.8639906898,,,,,,,,,,,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
1,./stim/pract.L.jpg,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,16.779,,,,,,,,,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
2,./stim/pract.M.jpg,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2,3.035,,,,,,,,,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
3,./stim/pract.R.jpg,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,2,2.368,,,,,,,,,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,23.3241257814,,,,,,,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,0,0,5,,,,,,,,,,,,,,,,,1,10.781,3,8.233,1,5.517,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,1,1,4,,,,,,,,,,,,,,,,,3,5.401,1,4.035,3,4.734,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,3.685,3,3.085,3,5.118,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,3,3,2,,,,,,,,,,,,,,,,,3,3.901,1,4.868,1,2.952,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,4,4,3,,,,,,,,,,,,,,,,,2,3.385,2,12.898,1,4.617,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,5,5,1,,,,,,,,,,,,,,,,,2,6.466,3,5.484,3,8.949,,,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,16.943572629,,,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.6257427165,,,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
10,./stim/Novel60LA040_T2.jpg,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,2,6.75,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
13,./stim/Novel60RA004_T2.jpg,,,,,,,,,,,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,2,4.051,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
26,./stim/NovelHLFA011_T3.jpg,,,,,,,,,,,,,,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,,3,12.914,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
5,./stim/Novel30RHSA049_T3.jpg,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,3,6.866,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
23,./stim/NovelFBLA049_T2.jpg,,,,,,,,,,,,,,,0,4,4,22,,,,,,,,,,,,,,,,,,,,,,,2,5.717,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
8,./stim/Novel60LA011_T3.jpg,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,3,7.15,,,,,2017_Jan_24_1233,59.9818175168,Cambridge_final3,001,1,
