num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,33.6848301401,,,,,,,,,,,,,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.76427796055,,,,,,,,,,,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
3,./stim/pract.R.jpg,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,2,9.782,,,,,,,,,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
1,./stim/pract.L.jpg,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,6.0,,,,,,,,,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
2,./stim/pract.M.jpg,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,6.034,,,,,,,,,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.5116440281,,,,,,,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,0,0,5,,,,,,,,,,,,,,,,,1,4.151,3,4.534,1,3.901,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,1,1,2,,,,,,,,,,,,,,,,,3,4.184,1,4.368,1,4.351,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,2,2,4,,,,,,,,,,,,,,,,,3,3.285,1,3.868,3,3.868,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,3,3,1,,,,,,,,,,,,,,,,,2,4.168,3,5.367,3,3.235,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,4,4,0,,,,,,,,,,,,,,,,,1,3.934,3,3.15,3,3.102,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,5,5,3,,,,,,,,,,,,,,,,,2,5.534,2,6.917,2,16.03,,,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.0963972449,,,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,13.6450173735,,,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
28,./stim/NovelHLFA040_T1.jpg,,,,,,,,,,,,,,,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,1,6.417,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
24,./stim/NovelFBLA076_T2.jpg,,,,,,,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,3,16.08,,,,,2017_Jan_30_1417,60.0486955448,Cambridge_final3,001,7,
