num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,23.1389039921,,,,,,,,,,,,,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.36434659068,,,,,,,,,,,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
3,./stim/pract.R.jpg,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,2,9.899,,,,,,,,,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
2,./stim/pract.M.jpg,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2,4.801,,,,,,,,,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
1,./stim/pract.L.jpg,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,2.452,,,,,,,,,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.4761905678,,,,,,,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,0,0,2,,,,,,,,,,,,,,,,,3,4.767,1,2.985,1,2.885,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2,2.652,3,6.817,3,4.767,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,2,2,4,,,,,,,,,,,,,,,,,3,3.352,1,2.718,3,3.068,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,3,3,0,,,,,,,,,,,,,,,,,1,2.518,3,3.135,3,2.885,,,,,,,,,,,2017_Jan_26_1016,60.0243182514,Cambridge_final3,001,5,
