num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,24.7215491809,,,,,,,,,,,,,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.64771426308,,,,,,,,,,,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
3,./stim/pract.R.jpg,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,2,15.097,,,,,,,,,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
1,./stim/pract.L.jpg,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,6.617,,,,,,,,,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
2,./stim/pract.M.jpg,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,4.301,,,,,,,,,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,22.2911952464,,,,,,,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
1,,./stim/LearnLA004.jpg,./stim/LearnFA004.jpg,./stim/LearnRA004.jpg,./stim/LearnFA004_T3.jpg,./stim/LearnRA004_T3.jpg,./stim/LearnLA004_T1.jpg,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,6.65,3,6.017,3,6.2,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,1,1,3,,,,,,,,,,,,,,,,,2,4.584,2,4.135,1,4.018,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,5.534,2,6.35,3,4.685,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,3,3,4,,,,,,,,,,,,,,,,,3,3.251,1,3.185,3,4.018,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,4,4,5,,,,,,,,,,,,,,,,,1,3.102,3,5.034,1,4.168,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
3,,./stim/LearnLA022.jpg,./stim/LearnFA022.jpg,./stim/LearnRA022.jpg,./stim/LearnFA022_T1.jpg,./stim/LearnRA022_T1.jpg,./stim/LearnLA022_T3.jpg,,,,,0,5,5,2,,,,,,,,,,,,,,,,,3,3.051,1,3.335,1,2.618,,,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.38118796795,,,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.1777499558,,,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
8,./stim/Novel60LA011_T3.jpg,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,3,6.983,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
3,./stim/Novel30RHSA022_T1.jpg,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,1,7.133,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
21,./stim/NovelFBLA022_T3.jpg,,,,,,,,,,,,,,,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,,3,4.068,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
12,./stim/Novel60LA076_T1.jpg,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,1,5.134,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
4,./stim/Novel30RHSA040_T3.jpg,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,1,9.065,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
11,./stim/Novel60LA049_T1.jpg,,,,,,,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,1,5.234,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
17,./stim/Novel60RA049_T2.jpg,,,,,,,,,,,,,,,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,2,6.75,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
19,./stim/NovelFBLA004_T3.jpg,,,,,,,,,,,,,,,0,7,7,18,,,,,,,,,,,,,,,,,,,,,,,3,8.699,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
13,./stim/Novel60RA004_T2.jpg,,,,,,,,,,,,,,,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,1,6.484,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
28,./stim/NovelHLFA040_T1.jpg,,,,,,,,,,,,,,,0,9,9,27,,,,,,,,,,,,,,,,,,,,,,,1,8.883,,,,,2017_Feb_20_1019,60.0595887166,Cambridge_final3,001,19,
