num,pic,learn1,learn2,learn3,recall2,recall3,recall1,bart_loop.thisRepN,bart_loop.thisTrialN,bart_loop.thisN,bart_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,rating_1.response,rating_1.rt,key_resp_3.keys,key_resp_3.rt,rating_4.response,rating_4.rt,rating_5.response,rating_5.rt,rating_6.response,rating_6.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,space,34.6149955412,,,,,,,,,,,,,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.66457789354,,,,,,,,,,,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
1,./stim/pract.L.jpg,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,11.996,,,,,,,,,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
2,./stim/pract.M.jpg,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,2,5.616,,,,,,,,,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
3,./stim/pract.R.jpg,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,2,7.632,,,,,,,,,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,24.4236654199,,,,,,,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
6,,./stim/LearnLA076.jpg,./stim/LearnFA076.jpg,./stim/LearnRA076.jpg,./stim/LearnFA076_T3.jpg,./stim/LearnRA076_T1.jpg,./stim/LearnLA076_T1.jpg,,,,,0,0,0,5,,,,,,,,,,,,,,,,,1,5.232,3,4.583,1,2.718,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
4,,./stim/LearnLA040.jpg,./stim/LearnFA040.jpg,./stim/LearnRA040.jpg,./stim/LearnFA040_T2.jpg,./stim/LearnRA040_T1.jpg,./stim/LearnLA040_T2.jpg,,,,,0,1,1,3,,,,,,,,,,,,,,,,,2,4.251,2,2.268,1,2.585,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
2,,./stim/LearnLA011.jpg,./stim/LearnFA011.jpg,./stim/LearnRA011.jpg,./stim/LearnFA011_T3.jpg,./stim/LearnRA011_T3.jpg,./stim/LearnLA011_T2.jpg,,,,,0,2,2,1,,,,,,,,,,,,,,,,,2,2.701,3,3.818,3,2.585,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
5,,./stim/LearnLA049.jpg,./stim/LearnFA049.jpg,./stim/LearnRA049.jpg,./stim/LearnFA049_T1.jpg,./stim/LearnRA049_T3.jpg,./stim/LearnLA049_T3.jpg,,,,,0,3,3,4,,,,,,,,,,,,,,,,,3,2.552,1,2.718,3,2.335,,,,,,,,,,,2017_Feb_09_1212,59.9397422414,Cambridge_final3,001,16,
